days,dt,cur_time_in_gmt,cpu_utilization_pctg,hour
4/8/2017 13:00,4/8/2017,4/8/2017 13:00,20.04,13
4/8/2017 14:00,4/8/2017,4/8/2017 14:00,15.076,14
4/8/2017 15:00,4/8/2017,4/8/2017 15:00,17.679,15
4/8/2017 16:00,4/8/2017,4/8/2017 16:00,22.991,16
4/8/2017 17:00,4/8/2017,4/8/2017 17:00,18.068,17
4/8/2017 18:00,4/8/2017,4/8/2017 18:00,20.43,18
4/8/2017 19:00,4/8/2017,4/8/2017 19:00,18.271,19
4/8/2017 20:00,4/8/2017,4/8/2017 20:00,15.571,20
4/8/2017 21:00,4/8/2017,4/8/2017 21:00,19.724,21
4/8/2017 22:00,4/8/2017,4/8/2017 22:00,11.835,22
4/8/2017 23:00,4/8/2017,4/8/2017 23:00,23.908,23
4/9/2017 0:00,4/8/2017,4/9/2017 0:00,53.026,0
4/9/2017 1:00,4/8/2017,4/9/2017 1:00,29.268,1
4/9/2017 2:00,4/8/2017,4/9/2017 2:00,18.513,2
4/9/2017 3:00,4/8/2017,4/9/2017 3:00,14.796,3
4/9/2017 4:00,4/8/2017,4/9/2017 4:00,16.956,4
4/9/2017 5:00,4/9/2017,4/9/2017 5:00,16.956,5
4/9/2017 6:00,4/9/2017,4/9/2017 6:00,33.483,6
4/9/2017 7:00,4/9/2017,4/9/2017 7:00,26.189,7
4/9/2017 8:00,4/9/2017,4/9/2017 8:00,24.115,8
4/9/2017 9:00,4/9/2017,4/9/2017 9:00,24.408,9
4/9/2017 10:00,4/9/2017,4/9/2017 10:00,21.151,10
4/9/2017 11:00,4/9/2017,4/9/2017 11:00,23.331,11
4/9/2017 12:00,4/9/2017,4/9/2017 12:00,24.65,12
4/9/2017 13:00,4/9/2017,4/9/2017 13:00,22.947,13
4/9/2017 14:00,4/9/2017,4/9/2017 14:00,23.125,14
4/9/2017 15:00,4/9/2017,4/9/2017 15:00,22.461,15
4/9/2017 16:00,4/9/2017,4/9/2017 16:00,21.594,16
4/9/2017 17:00,4/9/2017,4/9/2017 17:00,20.657,17
4/9/2017 18:00,4/9/2017,4/9/2017 18:00,18.832,18
4/9/2017 19:00,4/9/2017,4/9/2017 19:00,14.016,19
4/9/2017 20:00,4/9/2017,4/9/2017 20:00,14.648,20
4/9/2017 21:00,4/9/2017,4/9/2017 21:00,16.048,21
4/9/2017 22:00,4/9/2017,4/9/2017 22:00,16.854,22
4/9/2017 23:00,4/9/2017,4/9/2017 23:00,16.661,23
4/10/2017 0:00,4/9/2017,4/10/2017 0:00,32.195,0
4/10/2017 1:00,4/9/2017,4/10/2017 1:00,24.737,1
4/10/2017 2:00,4/9/2017,4/10/2017 2:00,16.73,2
4/10/2017 3:00,4/9/2017,4/10/2017 3:00,19.432,3
4/10/2017 4:00,4/9/2017,4/10/2017 4:00,18.023,4
4/10/2017 5:00,4/10/2017,4/10/2017 5:00,18.023,5
4/10/2017 6:00,4/10/2017,4/10/2017 6:00,32.337,6
4/10/2017 7:00,4/10/2017,4/10/2017 7:00,32.095,7
4/10/2017 8:00,4/10/2017,4/10/2017 8:00,31.947,8
4/10/2017 9:00,4/10/2017,4/10/2017 9:00,39.756,9
4/10/2017 10:00,4/10/2017,4/10/2017 10:00,60.502,10
4/10/2017 11:00,4/10/2017,4/10/2017 11:00,53.142,11
4/10/2017 12:00,4/10/2017,4/10/2017 12:00,72.405,12
4/10/2017 13:00,4/10/2017,4/10/2017 13:00,72.569,13
4/10/2017 14:00,4/10/2017,4/10/2017 14:00,79.774,14
4/10/2017 15:00,4/10/2017,4/10/2017 15:00,68.825,15
4/10/2017 16:00,4/10/2017,4/10/2017 16:00,72.524,16
4/10/2017 17:00,4/10/2017,4/10/2017 17:00,63.025,17
4/10/2017 18:00,4/10/2017,4/10/2017 18:00,58.283,18
4/10/2017 19:00,4/10/2017,4/10/2017 19:00,53.478,19
4/10/2017 20:00,4/10/2017,4/10/2017 20:00,44.449,20
4/10/2017 21:00,4/10/2017,4/10/2017 21:00,50.767,21
4/10/2017 22:00,4/10/2017,4/10/2017 22:00,46.909,22
4/10/2017 23:00,4/10/2017,4/10/2017 23:00,37.402,23
4/11/2017 0:00,4/10/2017,4/11/2017 0:00,55.691,0
4/11/2017 1:00,4/10/2017,4/11/2017 1:00,55.224,1
4/11/2017 2:00,4/10/2017,4/11/2017 2:00,63.257,2
4/11/2017 3:00,4/10/2017,4/11/2017 3:00,54.143,3
4/11/2017 4:00,4/10/2017,4/11/2017 4:00,48.291,4
4/11/2017 5:00,4/11/2017,4/11/2017 5:00,48.291,5
4/11/2017 6:00,4/11/2017,4/11/2017 6:00,27.19,6
4/11/2017 7:00,4/11/2017,4/11/2017 7:00,25.523,7
4/11/2017 8:00,4/11/2017,4/11/2017 8:00,26.449,8
4/11/2017 9:00,4/11/2017,4/11/2017 9:00,41.365,9
4/11/2017 10:00,4/11/2017,4/11/2017 10:00,57.437,10
4/11/2017 11:00,4/11/2017,4/11/2017 11:00,46.5,11
4/11/2017 12:00,4/11/2017,4/11/2017 12:00,67.958,12
4/11/2017 13:00,4/11/2017,4/11/2017 13:00,69.508,13
4/11/2017 14:00,4/11/2017,4/11/2017 14:00,77.271,14
4/11/2017 15:00,4/11/2017,4/11/2017 15:00,63.833,15
4/11/2017 16:00,4/11/2017,4/11/2017 16:00,66,16
4/11/2017 17:00,4/11/2017,4/11/2017 17:00,58.039,17
4/11/2017 18:00,4/11/2017,4/11/2017 18:00,52.889,18
4/11/2017 19:00,4/11/2017,4/11/2017 19:00,53.611,19
4/11/2017 20:00,4/11/2017,4/11/2017 20:00,47.681,20
4/11/2017 21:00,4/11/2017,4/11/2017 21:00,47.639,21
4/11/2017 22:00,4/11/2017,4/11/2017 22:00,47.653,22
4/11/2017 23:00,4/11/2017,4/11/2017 23:00,39.028,23
4/12/2017 0:00,4/11/2017,4/12/2017 0:00,56.667,0
4/12/2017 1:00,4/11/2017,4/12/2017 1:00,68.333,1
4/12/2017 2:00,4/11/2017,4/12/2017 2:00,64.76,2
4/12/2017 3:00,4/11/2017,4/12/2017 3:00,50.028,3
4/12/2017 4:00,4/11/2017,4/12/2017 4:00,48.972,4
4/12/2017 5:00,4/12/2017,4/12/2017 5:00,48.972,5
4/12/2017 6:00,4/12/2017,4/12/2017 6:00,33.139,6
4/12/2017 7:00,4/12/2017,4/12/2017 7:00,26.778,7
4/12/2017 8:00,4/12/2017,4/12/2017 8:00,28.464,8
4/12/2017 9:00,4/12/2017,4/12/2017 9:00,46.028,9
4/12/2017 10:00,4/12/2017,4/12/2017 10:00,58.056,10
4/12/2017 11:00,4/12/2017,4/12/2017 11:00,50.764,11
4/12/2017 12:00,4/12/2017,4/12/2017 12:00,68.222,12
4/12/2017 13:00,4/12/2017,4/12/2017 13:00,69.869,13
4/12/2017 14:00,4/12/2017,4/12/2017 14:00,76.306,14
4/12/2017 15:00,4/12/2017,4/12/2017 15:00,65.944,15
4/12/2017 16:00,4/12/2017,4/12/2017 16:00,69.083,16
4/12/2017 17:00,4/12/2017,4/12/2017 17:00,59.539,17
4/12/2017 18:00,4/12/2017,4/12/2017 18:00,52.556,18
4/12/2017 19:00,4/12/2017,4/12/2017 19:00,49.778,19
4/12/2017 20:00,4/12/2017,4/12/2017 20:00,44.849,20
4/12/2017 21:00,4/12/2017,4/12/2017 21:00,49.556,21
4/12/2017 22:00,4/12/2017,4/12/2017 22:00,47.306,22
4/12/2017 23:00,4/12/2017,4/12/2017 23:00,40.461,23
4/13/2017 0:00,4/12/2017,4/13/2017 0:00,59.306,0
4/13/2017 1:00,4/12/2017,4/13/2017 1:00,62.139,1
4/13/2017 2:00,4/12/2017,4/13/2017 2:00,57.067,2
4/13/2017 3:00,4/12/2017,4/13/2017 3:00,55.333,3
4/13/2017 4:00,4/12/2017,4/13/2017 4:00,43.917,4
4/13/2017 5:00,4/13/2017,4/13/2017 5:00,43.917,5
4/13/2017 6:00,4/13/2017,4/13/2017 6:00,36.444,6
4/13/2017 7:00,4/13/2017,4/13/2017 7:00,28.361,7
4/13/2017 8:00,4/13/2017,4/13/2017 8:00,28.659,8
4/13/2017 9:00,4/13/2017,4/13/2017 9:00,47.556,9
4/13/2017 10:00,4/13/2017,4/13/2017 10:00,62.361,10
4/13/2017 11:00,4/13/2017,4/13/2017 11:00,51.097,11
4/13/2017 12:00,4/13/2017,4/13/2017 12:00,67.972,12
4/13/2017 13:00,4/13/2017,4/13/2017 13:00,71.064,13
4/13/2017 14:00,4/13/2017,4/13/2017 14:00,79.722,14
4/13/2017 15:00,4/13/2017,4/13/2017 15:00,67.778,15
4/13/2017 16:00,4/13/2017,4/13/2017 16:00,72.167,16
4/13/2017 17:00,4/13/2017,4/13/2017 17:00,61.816,17
4/13/2017 18:00,4/13/2017,4/13/2017 18:00,55.306,18
4/13/2017 19:00,4/13/2017,4/13/2017 19:00,51.444,19
4/13/2017 20:00,4/13/2017,4/13/2017 20:00,44.543,20
4/13/2017 21:00,4/13/2017,4/13/2017 21:00,50.222,21
4/13/2017 22:00,4/13/2017,4/13/2017 22:00,46.833,22
4/13/2017 23:00,4/13/2017,4/13/2017 23:00,38.795,23
4/14/2017 0:00,4/13/2017,4/14/2017 0:00,57.722,0
4/14/2017 1:00,4/13/2017,4/14/2017 1:00,61.667,1
4/14/2017 2:00,4/13/2017,4/14/2017 2:00,62.205,2
4/14/2017 3:00,4/13/2017,4/14/2017 3:00,50.306,3
4/14/2017 4:00,4/13/2017,4/14/2017 4:00,43.75,4
4/14/2017 5:00,4/14/2017,4/14/2017 5:00,43.75,5
4/14/2017 6:00,4/14/2017,4/14/2017 6:00,34.435,6
4/14/2017 7:00,4/14/2017,4/14/2017 7:00,25.639,7
4/14/2017 8:00,4/14/2017,4/14/2017 8:00,29.639,8
4/14/2017 9:00,4/14/2017,4/14/2017 9:00,30.464,9
4/14/2017 10:00,4/14/2017,4/14/2017 10:00,31.528,10
4/14/2017 11:00,4/14/2017,4/14/2017 11:00,26.306,11
4/14/2017 12:00,4/14/2017,4/14/2017 12:00,28.52,12
4/14/2017 13:00,4/14/2017,4/14/2017 13:00,28.278,13
4/14/2017 14:00,4/14/2017,4/14/2017 14:00,34.694,14
4/14/2017 15:00,4/14/2017,4/14/2017 15:00,30.741,15
4/14/2017 16:00,4/14/2017,4/14/2017 16:00,25.278,16
4/14/2017 17:00,4/14/2017,4/14/2017 17:00,21.5,17
4/14/2017 18:00,4/14/2017,4/14/2017 18:00,20.966,18
4/14/2017 19:00,4/14/2017,4/14/2017 19:00,21.417,19
4/14/2017 20:00,4/14/2017,4/14/2017 20:00,18.75,20
4/14/2017 21:00,4/14/2017,4/14/2017 21:00,30.519,21
4/14/2017 22:00,4/14/2017,4/14/2017 22:00,46.472,22
4/14/2017 23:00,4/14/2017,4/14/2017 23:00,46.306,23
4/15/2017 0:00,4/14/2017,4/15/2017 0:00,57.456,0
4/15/2017 1:00,4/14/2017,4/15/2017 1:00,47.944,1
4/15/2017 2:00,4/14/2017,4/15/2017 2:00,58.139,2
4/15/2017 3:00,4/14/2017,4/15/2017 3:00,61.066,3
4/15/2017 4:00,4/14/2017,4/15/2017 4:00,57.111,4
4/15/2017 5:00,4/15/2017,4/15/2017 5:00,57.111,5
4/15/2017 6:00,4/15/2017,4/15/2017 6:00,36.49,6
4/15/2017 7:00,4/15/2017,4/15/2017 7:00,43.444,7
4/15/2017 8:00,4/15/2017,4/15/2017 8:00,25.806,8
4/15/2017 9:00,4/15/2017,4/15/2017 9:00,36.295,9
4/15/2017 10:00,4/15/2017,4/15/2017 10:00,28.167,10
4/15/2017 11:00,4/15/2017,4/15/2017 11:00,38.806,11
4/15/2017 12:00,4/15/2017,4/15/2017 12:00,39.461,12
4/15/2017 13:00,4/15/2017,4/15/2017 13:00,33.778,13
4/15/2017 14:00,4/15/2017,4/15/2017 14:00,28.417,14
4/15/2017 15:00,4/15/2017,4/15/2017 15:00,28.631,15
4/15/2017 16:00,4/15/2017,4/15/2017 16:00,23.278,16
4/15/2017 17:00,4/15/2017,4/15/2017 17:00,15.333,17
4/15/2017 18:00,4/15/2017,4/15/2017 18:00,14.468,18
4/15/2017 19:00,4/15/2017,4/15/2017 19:00,14.083,19
4/15/2017 20:00,4/15/2017,4/15/2017 20:00,12.444,20
4/15/2017 21:00,4/15/2017,4/15/2017 21:00,13.191,21
4/15/2017 22:00,4/15/2017,4/15/2017 22:00,12.611,22
4/15/2017 23:00,4/15/2017,4/15/2017 23:00,12.222,23
4/16/2017 0:00,4/15/2017,4/16/2017 0:00,29.242,0
4/16/2017 1:00,4/15/2017,4/16/2017 1:00,14.306,1
4/16/2017 2:00,4/15/2017,4/16/2017 2:00,12.889,2
4/16/2017 3:00,4/15/2017,4/16/2017 3:00,13.635,3
4/16/2017 4:00,4/15/2017,4/16/2017 4:00,13.556,4
4/16/2017 5:00,4/16/2017,4/16/2017 5:00,13.556,5
4/16/2017 6:00,4/16/2017,4/16/2017 6:00,31.408,6
4/16/2017 7:00,4/16/2017,4/16/2017 7:00,21.639,7
4/16/2017 8:00,4/16/2017,4/16/2017 8:00,21.417,8
4/16/2017 9:00,4/16/2017,4/16/2017 9:00,21.466,9
4/16/2017 10:00,4/16/2017,4/16/2017 10:00,23.417,10
4/16/2017 11:00,4/16/2017,4/16/2017 11:00,23.417,11
4/16/2017 12:00,4/16/2017,4/16/2017 12:00,21.8,12
4/16/2017 13:00,4/16/2017,4/16/2017 13:00,22.444,13
4/16/2017 14:00,4/16/2017,4/16/2017 14:00,21.861,14
4/16/2017 15:00,4/16/2017,4/16/2017 15:00,24.688,15
4/16/2017 16:00,4/16/2017,4/16/2017 16:00,28.417,16
4/16/2017 17:00,4/16/2017,4/16/2017 17:00,23.528,17
4/16/2017 18:00,4/16/2017,4/16/2017 18:00,19.194,18
4/16/2017 19:00,4/16/2017,4/16/2017 19:00,14.885,19
4/16/2017 20:00,4/16/2017,4/16/2017 20:00,13.389,20
4/16/2017 21:00,4/16/2017,4/16/2017 21:00,13.968,21
4/16/2017 22:00,4/16/2017,4/16/2017 22:00,13.861,22
4/16/2017 23:00,4/16/2017,4/16/2017 23:00,15.222,23
4/17/2017 0:00,4/16/2017,4/17/2017 0:00,29.222,0
4/17/2017 1:00,4/16/2017,4/17/2017 1:00,22.327,1
4/17/2017 2:00,4/16/2017,4/17/2017 2:00,17.056,2
4/17/2017 3:00,4/16/2017,4/17/2017 3:00,19.3,3
4/17/2017 4:00,4/16/2017,4/17/2017 4:00,17.806,4
4/17/2017 5:00,4/17/2017,4/17/2017 5:00,17.806,5
4/17/2017 6:00,4/17/2017,4/17/2017 6:00,102.25,6
4/17/2017 7:00,4/17/2017,4/17/2017 7:00,26.382,7
4/17/2017 8:00,4/17/2017,4/17/2017 8:00,33.861,8
4/17/2017 9:00,4/17/2017,4/17/2017 9:00,37.333,9
4/17/2017 10:00,4/17/2017,4/17/2017 10:00,60.872,10
4/17/2017 11:00,4/17/2017,4/17/2017 11:00,49.556,11
4/17/2017 12:00,4/17/2017,4/17/2017 12:00,68.972,12
4/17/2017 13:00,4/17/2017,4/17/2017 13:00,63.788,13
4/17/2017 14:00,4/17/2017,4/17/2017 14:00,75.778,14
4/17/2017 15:00,4/17/2017,4/17/2017 15:00,60.483,15
4/17/2017 16:00,4/17/2017,4/17/2017 16:00,59.972,16
4/17/2017 17:00,4/17/2017,4/17/2017 17:00,54.389,17
4/17/2017 18:00,4/17/2017,4/17/2017 18:00,46.028,18
4/17/2017 19:00,4/17/2017,4/17/2017 19:00,41.35,19
4/17/2017 20:00,4/17/2017,4/17/2017 20:00,40,20
4/17/2017 21:00,4/17/2017,4/17/2017 21:00,47.5,21
4/17/2017 22:00,4/17/2017,4/17/2017 22:00,40.655,22
4/17/2017 23:00,4/17/2017,4/17/2017 23:00,34.139,23
4/18/2017 0:00,4/17/2017,4/18/2017 0:00,56.111,0
4/18/2017 1:00,4/17/2017,4/18/2017 1:00,55.29,1
4/18/2017 2:00,4/17/2017,4/18/2017 2:00,56.639,2
4/18/2017 3:00,4/17/2017,4/18/2017 3:00,49.694,3
4/18/2017 4:00,4/17/2017,4/18/2017 4:00,39.545,4
4/18/2017 5:00,4/18/2017,4/18/2017 5:00,39.545,5
4/18/2017 6:00,4/18/2017,4/18/2017 6:00,26.083,6
4/18/2017 7:00,4/18/2017,4/18/2017 7:00,24.465,7
4/18/2017 8:00,4/18/2017,4/18/2017 8:00,28.639,8
4/18/2017 9:00,4/18/2017,4/18/2017 9:00,45.083,9
4/18/2017 10:00,4/18/2017,4/18/2017 10:00,57.762,10
4/18/2017 11:00,4/18/2017,4/18/2017 11:00,49.306,11
4/18/2017 12:00,4/18/2017,4/18/2017 12:00,69.5,12
4/18/2017 13:00,4/18/2017,4/18/2017 13:00,69.12,13
4/18/2017 14:00,4/18/2017,4/18/2017 14:00,80.556,14
4/18/2017 15:00,4/18/2017,4/18/2017 15:00,67.333,15
4/18/2017 16:00,4/18/2017,4/18/2017 16:00,70.453,16
4/18/2017 17:00,4/18/2017,4/18/2017 17:00,65,17
4/18/2017 18:00,4/18/2017,4/18/2017 18:00,54.861,18
4/18/2017 19:00,4/18/2017,4/18/2017 19:00,51.097,19
4/18/2017 20:00,4/18/2017,4/18/2017 20:00,46.278,20
4/18/2017 21:00,4/18/2017,4/18/2017 21:00,48.194,21
4/18/2017 22:00,4/18/2017,4/18/2017 22:00,43.627,22
4/18/2017 23:00,4/18/2017,4/18/2017 23:00,37.194,23
4/19/2017 0:00,4/18/2017,4/19/2017 0:00,55.167,0
4/19/2017 1:00,4/18/2017,4/19/2017 1:00,55.901,1
4/19/2017 2:00,4/18/2017,4/19/2017 2:00,59.972,2
4/19/2017 3:00,4/18/2017,4/19/2017 3:00,50.972,3
4/19/2017 4:00,4/18/2017,4/19/2017 4:00,38.85,4
4/19/2017 5:00,4/19/2017,4/19/2017 5:01,38.85,5
4/19/2017 6:00,4/19/2017,4/19/2017 6:01,36.333,6
4/19/2017 7:00,4/19/2017,4/19/2017 7:01,30.889,7
4/19/2017 8:00,4/19/2017,4/19/2017 8:01,28.575,8
4/19/2017 9:00,4/19/2017,4/19/2017 9:01,48.056,9
4/19/2017 10:00,4/19/2017,4/19/2017 10:01,61.566,10
4/19/2017 11:00,4/19/2017,4/19/2017 11:01,52.278,11
4/19/2017 12:00,4/19/2017,4/19/2017 12:01,71.806,12
4/19/2017 13:00,4/19/2017,4/19/2017 13:01,72.48,13
4/19/2017 14:00,4/19/2017,4/19/2017 14:01,79.806,14
4/19/2017 15:00,4/19/2017,4/19/2017 15:01,69.222,15
4/19/2017 16:00,4/19/2017,4/19/2017 16:01,71.361,16
4/19/2017 17:00,4/19/2017,4/19/2017 17:01,61.861,17
4/19/2017 18:00,4/19/2017,4/19/2017 18:01,53.056,18
4/19/2017 19:00,4/19/2017,4/19/2017 19:01,50.444,19
4/19/2017 20:00,4/19/2017,4/19/2017 20:01,44.667,20
4/19/2017 21:00,4/19/2017,4/19/2017 21:01,47.139,21
4/19/2017 22:00,4/19/2017,4/19/2017 22:01,43.75,22
4/19/2017 23:00,4/19/2017,4/19/2017 23:01,34.944,23
4/20/2017 0:00,4/19/2017,4/20/2017 0:01,61.194,0
4/20/2017 1:00,4/19/2017,4/20/2017 1:01,69.722,1
4/20/2017 2:00,4/19/2017,4/20/2017 2:01,60.222,2
4/20/2017 3:00,4/19/2017,4/20/2017 3:01,48.306,3
4/20/2017 4:00,4/19/2017,4/20/2017 4:01,44.306,4
4/20/2017 5:00,4/20/2017,4/20/2017 5:00,44.306,5
4/20/2017 6:00,4/20/2017,4/20/2017 6:00,36.87,6
4/20/2017 7:00,4/20/2017,4/20/2017 7:00,29.833,7
4/20/2017 8:00,4/20/2017,4/20/2017 8:00,31.583,8
4/20/2017 9:00,4/20/2017,4/20/2017 9:00,51.5,9
4/20/2017 10:00,4/20/2017,4/20/2017 10:00,65.25,10
4/20/2017 11:00,4/20/2017,4/20/2017 11:00,51.722,11
4/20/2017 12:00,4/20/2017,4/20/2017 12:00,73.111,12
4/20/2017 13:00,4/20/2017,4/20/2017 13:00,71.5,13
4/20/2017 14:00,4/20/2017,4/20/2017 14:00,78.472,14
4/20/2017 15:00,4/20/2017,4/20/2017 15:00,65.806,15
4/20/2017 16:00,4/20/2017,4/20/2017 16:00,69.889,16
4/20/2017 17:00,4/20/2017,4/20/2017 17:00,60.194,17
4/20/2017 18:00,4/20/2017,4/20/2017 18:00,53.611,18
4/20/2017 19:00,4/20/2017,4/20/2017 19:00,50.028,19
4/20/2017 20:00,4/20/2017,4/20/2017 20:00,45.25,20
4/20/2017 21:00,4/20/2017,4/20/2017 21:00,47.75,21
4/20/2017 22:00,4/20/2017,4/20/2017 22:00,42.444,22
4/20/2017 23:00,4/20/2017,4/20/2017 23:00,31.722,23
4/21/2017 0:00,4/20/2017,4/21/2017 0:00,55.972,0
4/21/2017 1:00,4/20/2017,4/21/2017 1:00,63.639,1
4/21/2017 2:00,4/20/2017,4/21/2017 2:00,64.611,2
4/21/2017 3:00,4/20/2017,4/21/2017 3:00,60.639,3
4/21/2017 4:00,4/20/2017,4/21/2017 4:00,57.75,4
4/21/2017 5:00,4/21/2017,4/21/2017 5:00,57.75,5
4/21/2017 6:00,4/21/2017,4/21/2017 6:00,34.306,6
4/21/2017 7:00,4/21/2017,4/21/2017 7:00,25.306,7
4/21/2017 8:00,4/21/2017,4/21/2017 8:00,30,8
4/21/2017 9:00,4/21/2017,4/21/2017 9:00,41.778,9
4/21/2017 10:00,4/21/2017,4/21/2017 10:00,59.972,10
4/21/2017 11:00,4/21/2017,4/21/2017 11:00,56.083,11
4/21/2017 12:00,4/21/2017,4/21/2017 12:00,69.194,12
4/21/2017 13:00,4/21/2017,4/21/2017 13:00,69.335,13
4/21/2017 14:00,4/21/2017,4/21/2017 14:00,78.861,14
4/21/2017 15:00,4/21/2017,4/21/2017 15:00,64.806,15
4/21/2017 16:00,4/21/2017,4/21/2017 16:00,69.333,16
4/21/2017 17:00,4/21/2017,4/21/2017 17:00,59.694,17
4/21/2017 18:00,4/21/2017,4/21/2017 18:00,54.722,18
4/21/2017 19:00,4/21/2017,4/21/2017 19:00,49.222,19
4/21/2017 20:00,4/21/2017,4/21/2017 20:00,41.556,20
4/21/2017 21:00,4/21/2017,4/21/2017 21:00,54.806,21
4/21/2017 22:00,4/21/2017,4/21/2017 22:00,72.667,22
4/21/2017 23:00,4/21/2017,4/21/2017 23:00,58.417,23
4/22/2017 0:00,4/21/2017,4/22/2017 0:00,82.083,0
4/22/2017 1:00,4/21/2017,4/22/2017 1:00,83.556,1
4/22/2017 2:00,4/21/2017,4/22/2017 2:00,75.083,2
4/22/2017 3:00,4/21/2017,4/22/2017 3:00,65.361,3
4/22/2017 4:00,4/21/2017,4/22/2017 4:00,48.556,4
4/22/2017 5:00,4/21/2017,4/22/2017 4:00,48.556,5
4/22/2017 6:00,4/21/2017,4/22/2017 4:00,48.556,6
4/22/2017 7:00,4/21/2017,4/22/2017 4:00,48.556,7
4/22/2017 8:00,4/21/2017,4/22/2017 4:00,48.556,8
4/22/2017 9:00,4/21/2017,4/22/2017 4:00,48.556,9
4/22/2017 10:00,4/21/2017,4/22/2017 4:00,48.556,10
4/22/2017 11:00,4/21/2017,4/22/2017 4:00,48.556,11
4/22/2017 12:00,4/21/2017,4/22/2017 4:00,48.556,12
4/22/2017 13:00,4/21/2017,4/22/2017 4:00,48.556,13
4/22/2017 14:00,4/21/2017,4/22/2017 4:00,48.556,14
4/22/2017 15:00,4/21/2017,4/22/2017 4:00,48.556,15
4/22/2017 16:00,4/21/2017,4/22/2017 4:00,48.556,16
4/22/2017 17:00,4/21/2017,4/22/2017 4:00,48.556,17
4/22/2017 18:00,4/21/2017,4/22/2017 4:00,48.556,18
4/22/2017 19:00,4/21/2017,4/22/2017 4:00,48.556,19
4/22/2017 20:00,4/21/2017,4/22/2017 4:00,48.556,20
4/22/2017 21:00,4/21/2017,4/22/2017 4:00,48.556,21
4/22/2017 22:00,4/21/2017,4/22/2017 4:00,48.556,22
4/22/2017 23:00,4/21/2017,4/22/2017 4:00,48.556,23
4/23/2017 0:00,4/21/2017,4/22/2017 4:00,48.556,0
4/23/2017 1:00,4/21/2017,4/22/2017 4:00,48.556,1
4/23/2017 2:00,4/21/2017,4/22/2017 4:00,48.556,2
4/23/2017 3:00,4/21/2017,4/22/2017 4:00,48.556,3
4/23/2017 4:00,4/21/2017,4/22/2017 4:00,48.556,4
4/23/2017 5:00,4/23/2017,4/23/2017 5:00,48.556,5
4/23/2017 6:00,4/23/2017,4/23/2017 6:00,32.806,6
4/23/2017 7:00,4/23/2017,4/23/2017 7:00,24.056,7
4/23/2017 8:00,4/23/2017,4/23/2017 8:00,19.611,8
4/23/2017 9:00,4/23/2017,4/23/2017 9:00,20.139,9
4/23/2017 10:00,4/23/2017,4/23/2017 10:00,20.056,10
4/23/2017 11:00,4/23/2017,4/23/2017 11:00,19.139,11
4/23/2017 12:00,4/23/2017,4/23/2017 12:00,19.111,12
4/23/2017 13:00,4/23/2017,4/23/2017 13:00,20.139,13
4/23/2017 14:00,4/23/2017,4/23/2017 14:00,19.694,14
4/23/2017 15:00,4/23/2017,4/23/2017 15:00,25.25,15
4/23/2017 16:00,4/23/2017,4/23/2017 16:00,26.778,16
4/23/2017 17:00,4/23/2017,4/23/2017 17:00,24.583,17
4/23/2017 18:00,4/23/2017,4/23/2017 18:00,20,18
4/23/2017 19:00,4/23/2017,4/23/2017 19:00,16.056,19
4/23/2017 20:00,4/23/2017,4/23/2017 20:00,15.278,20
4/23/2017 21:00,4/23/2017,4/23/2017 21:00,18.194,21
4/23/2017 22:00,4/23/2017,4/23/2017 22:00,22.333,22
4/23/2017 23:00,4/23/2017,4/23/2017 23:00,23.194,23
4/24/2017 0:00,4/23/2017,4/24/2017 0:00,38.944,0
4/24/2017 1:00,4/23/2017,4/24/2017 1:00,23.167,1
4/24/2017 2:00,4/23/2017,4/24/2017 2:00,17.396,2
4/24/2017 3:00,4/23/2017,4/24/2017 3:00,19.639,3
4/24/2017 4:00,4/23/2017,4/24/2017 4:00,20.278,4
4/24/2017 5:00,4/24/2017,4/24/2017 5:00,20.278,5
4/24/2017 6:00,4/24/2017,4/24/2017 6:00,28.722,6
4/24/2017 7:00,4/24/2017,4/24/2017 7:00,25.889,7
4/24/2017 8:00,4/24/2017,4/24/2017 8:00,27.833,8
4/24/2017 9:00,4/24/2017,4/24/2017 9:00,44.056,9
4/24/2017 10:00,4/24/2017,4/24/2017 10:00,59.444,10
4/24/2017 11:00,4/24/2017,4/24/2017 11:00,56.194,11
4/24/2017 12:00,4/24/2017,4/24/2017 12:00,72.583,12
4/24/2017 13:00,4/24/2017,4/24/2017 13:00,71.833,13
4/24/2017 14:00,4/24/2017,4/24/2017 14:00,79.694,14
4/24/2017 15:00,4/24/2017,4/24/2017 15:00,71.528,15
4/24/2017 16:00,4/24/2017,4/24/2017 16:00,74.861,16
4/24/2017 17:00,4/24/2017,4/24/2017 17:00,65.806,17
4/24/2017 18:00,4/24/2017,4/24/2017 18:00,58.667,18
4/24/2017 19:00,4/24/2017,4/24/2017 19:00,52.806,19
4/24/2017 20:00,4/24/2017,4/24/2017 20:00,46.139,20
4/24/2017 21:00,4/24/2017,4/24/2017 21:00,49.583,21
4/24/2017 22:00,4/24/2017,4/24/2017 22:00,46.25,22
4/24/2017 23:00,4/24/2017,4/24/2017 23:00,35.167,23
4/25/2017 0:00,4/24/2017,4/25/2017 0:00,67.333,0
4/25/2017 1:00,4/24/2017,4/25/2017 1:00,73.667,1
4/25/2017 2:00,4/24/2017,4/25/2017 2:00,60.111,2
4/25/2017 3:00,4/24/2017,4/25/2017 3:00,55.361,3
