days,dt,cur_time_in_gmt,cpu_utilization_pctg,hour
6/24/2017 7:00,6/24/2017,6/24/2017 7:00,43.611,7
6/24/2017 8:00,6/24/2017,6/24/2017 8:00,40.278,8
6/24/2017 9:00,6/24/2017,6/24/2017 9:00,42.222,9
6/24/2017 10:00,6/24/2017,6/24/2017 10:00,34.167,10
6/24/2017 11:00,6/24/2017,6/24/2017 11:00,24.167,11
6/24/2017 12:00,6/24/2017,6/24/2017 12:00,23.333,12
6/24/2017 13:00,6/24/2017,6/24/2017 13:00,20.833,13
6/24/2017 14:00,6/24/2017,6/24/2017 14:00,21.389,14
6/24/2017 15:00,6/24/2017,6/24/2017 15:00,21.667,15
6/24/2017 16:00,6/24/2017,6/24/2017 16:00,20,16
6/24/2017 17:00,6/24/2017,6/24/2017 17:00,21.111,17
6/24/2017 18:00,6/24/2017,6/24/2017 18:00,20,18
6/24/2017 19:00,6/24/2017,6/24/2017 19:00,19.444,19
6/24/2017 20:00,6/24/2017,6/24/2017 20:00,18.889,20
6/24/2017 21:00,6/24/2017,6/24/2017 21:00,18.889,21
6/24/2017 22:00,6/24/2017,6/24/2017 22:00,17.778,22
6/24/2017 23:00,6/24/2017,6/24/2017 23:00,17.5,23
6/25/2017 0:00,6/24/2017,6/25/2017 0:00,33.056,0
6/25/2017 1:00,6/24/2017,6/25/2017 1:00,21.944,1
6/25/2017 2:00,6/24/2017,6/25/2017 2:00,16.667,2
6/25/2017 3:00,6/24/2017,6/25/2017 3:00,16.389,3
6/25/2017 4:00,6/24/2017,6/25/2017 4:00,16.944,4
6/25/2017 5:00,6/25/2017,6/25/2017 5:00,16.944,5
6/25/2017 6:00,6/25/2017,6/25/2017 6:00,28.611,6
6/25/2017 7:00,6/25/2017,6/25/2017 7:00,25.208,7
6/25/2017 8:00,6/25/2017,6/25/2017 8:00,25.833,8
6/25/2017 9:00,6/25/2017,6/25/2017 9:00,26.667,9
6/25/2017 10:00,6/25/2017,6/25/2017 10:00,26.111,10
6/25/2017 11:00,6/25/2017,6/25/2017 11:00,26.389,11
6/25/2017 12:00,6/25/2017,6/25/2017 12:00,26.111,12
6/25/2017 13:00,6/25/2017,6/25/2017 13:00,25.833,13
6/25/2017 14:00,6/25/2017,6/25/2017 14:00,26.667,14
6/25/2017 15:00,6/25/2017,6/25/2017 15:00,24.722,15
6/25/2017 16:00,6/25/2017,6/25/2017 16:00,26.944,16
6/25/2017 17:00,6/25/2017,6/25/2017 17:00,26.944,17
6/25/2017 18:00,6/25/2017,6/25/2017 18:00,26.667,18
6/25/2017 19:00,6/25/2017,6/25/2017 19:00,19.722,19
6/25/2017 20:00,6/25/2017,6/25/2017 20:00,22.222,20
6/25/2017 21:00,6/25/2017,6/25/2017 21:00,20.833,21
6/25/2017 22:00,6/25/2017,6/25/2017 22:00,21.111,22
6/25/2017 23:00,6/25/2017,6/25/2017 23:00,21.667,23
6/26/2017 0:00,6/25/2017,6/26/2017 0:00,37.222,0
6/26/2017 1:00,6/25/2017,6/26/2017 1:00,28.333,1
6/26/2017 2:00,6/25/2017,6/26/2017 2:00,23.889,2
6/26/2017 3:00,6/25/2017,6/26/2017 3:00,25,3
6/26/2017 4:00,6/25/2017,6/26/2017 4:00,23.056,4
6/26/2017 5:00,6/26/2017,6/26/2017 5:00,23.056,5
6/26/2017 6:00,6/26/2017,6/26/2017 6:00,30,6
6/26/2017 7:00,6/26/2017,6/26/2017 7:00,28.056,7
6/26/2017 8:00,6/26/2017,6/26/2017 8:00,31.667,8
6/26/2017 9:00,6/26/2017,6/26/2017 9:00,40.278,9
6/26/2017 10:00,6/26/2017,6/26/2017 10:00,58.333,10
6/26/2017 11:00,6/26/2017,6/26/2017 11:00,50.556,11
6/26/2017 12:00,6/26/2017,6/26/2017 12:00,69.722,12
6/26/2017 13:00,6/26/2017,6/26/2017 13:00,72.299,13
6/26/2017 14:00,6/26/2017,6/26/2017 14:00,85.833,14
6/26/2017 15:00,6/26/2017,6/26/2017 15:00,71.111,15
6/26/2017 16:00,6/26/2017,6/26/2017 16:00,73.333,16
6/26/2017 17:00,6/26/2017,6/26/2017 17:00,65.278,17
6/26/2017 18:00,6/26/2017,6/26/2017 18:00,62.5,18
6/26/2017 19:00,6/26/2017,6/26/2017 19:00,55.556,19
6/26/2017 20:00,6/26/2017,6/26/2017 20:00,48.611,20
6/26/2017 21:00,6/26/2017,6/26/2017 21:00,53.333,21
6/26/2017 22:00,6/26/2017,6/26/2017 22:00,50.278,22
6/26/2017 23:00,6/26/2017,6/26/2017 23:00,40,23
6/27/2017 0:00,6/26/2017,6/27/2017 0:00,47.5,0
6/27/2017 1:00,6/26/2017,6/27/2017 1:00,47.222,1
6/27/2017 2:00,6/26/2017,6/27/2017 2:00,52.5,2
6/27/2017 3:00,6/26/2017,6/27/2017 3:00,57.222,3
6/27/2017 4:00,6/26/2017,6/27/2017 4:00,53.611,4
6/27/2017 5:00,6/27/2017,6/27/2017 5:00,53.611,5
6/27/2017 6:00,6/27/2017,6/27/2017 6:00,48.333,6
6/27/2017 7:00,6/27/2017,6/27/2017 7:00,36.944,7
6/27/2017 8:00,6/27/2017,6/27/2017 8:00,35.278,8
6/27/2017 9:00,6/27/2017,6/27/2017 9:00,41.667,9
6/27/2017 10:00,6/27/2017,6/27/2017 10:00,58.333,10
6/27/2017 11:00,6/27/2017,6/27/2017 11:00,54.722,11
6/27/2017 12:00,6/27/2017,6/27/2017 12:00,68.333,12
6/27/2017 13:00,6/27/2017,6/27/2017 13:00,73.889,13
6/27/2017 14:00,6/27/2017,6/27/2017 14:00,88.611,14
6/27/2017 15:00,6/27/2017,6/27/2017 15:00,71.111,15
6/27/2017 16:00,6/27/2017,6/27/2017 16:00,73.611,16
6/27/2017 17:00,6/27/2017,6/27/2017 17:00,64.444,17
6/27/2017 18:00,6/27/2017,6/27/2017 18:00,62.778,18
6/27/2017 19:00,6/27/2017,6/27/2017 19:00,59.28,19
6/27/2017 20:00,6/27/2017,6/27/2017 20:00,50.833,20
6/27/2017 21:00,6/27/2017,6/27/2017 21:00,56.111,21
6/27/2017 22:00,6/27/2017,6/27/2017 22:00,52.778,22
6/27/2017 23:00,6/27/2017,6/27/2017 23:00,39.444,23
6/28/2017 0:00,6/27/2017,6/28/2017 0:00,44.444,0
6/28/2017 1:00,6/27/2017,6/28/2017 1:00,47.5,1
6/28/2017 2:00,6/27/2017,6/28/2017 2:00,48.056,2
6/28/2017 3:00,6/27/2017,6/28/2017 3:00,50.833,3
6/28/2017 4:00,6/27/2017,6/28/2017 4:00,50.556,4
6/28/2017 5:00,6/28/2017,6/28/2017 5:00,50.556,5
6/28/2017 6:00,6/28/2017,6/28/2017 6:00,51.944,6
6/28/2017 7:00,6/28/2017,6/28/2017 7:00,43.333,7
6/28/2017 8:00,6/28/2017,6/28/2017 8:00,36.667,8
6/28/2017 9:00,6/28/2017,6/28/2017 9:00,44.444,9
6/28/2017 10:00,6/28/2017,6/28/2017 10:00,61.389,10
6/28/2017 11:00,6/28/2017,6/28/2017 11:00,51.944,11
6/28/2017 12:00,6/28/2017,6/28/2017 12:00,69.722,12
6/28/2017 13:00,6/28/2017,6/28/2017 13:00,74.444,13
6/28/2017 14:00,6/28/2017,6/28/2017 14:00,85.833,14
6/28/2017 15:00,6/28/2017,6/28/2017 15:00,70.556,15
6/28/2017 16:00,6/28/2017,6/28/2017 16:00,74.167,16
6/28/2017 17:00,6/28/2017,6/28/2017 17:00,67.5,17
6/28/2017 18:00,6/28/2017,6/28/2017 18:00,63.333,18
6/28/2017 19:00,6/28/2017,6/28/2017 19:00,58.056,19
6/28/2017 20:00,6/28/2017,6/28/2017 20:00,51.389,20
6/28/2017 21:00,6/28/2017,6/28/2017 21:00,55,21
6/28/2017 22:00,6/28/2017,6/28/2017 22:00,49.722,22
6/28/2017 23:00,6/28/2017,6/28/2017 23:00,42.5,23
6/29/2017 0:00,6/28/2017,6/29/2017 0:00,48.056,0
6/29/2017 1:00,6/28/2017,6/29/2017 1:00,52.778,1
6/29/2017 2:00,6/28/2017,6/29/2017 2:00,50.97,2
6/29/2017 3:00,6/28/2017,6/29/2017 3:00,52.778,3
6/29/2017 4:00,6/28/2017,6/29/2017 4:00,44.167,4
6/29/2017 5:00,6/29/2017,6/29/2017 5:00,44.167,5
6/29/2017 6:00,6/29/2017,6/29/2017 6:00,51.111,6
6/29/2017 7:00,6/29/2017,6/29/2017 7:00,44.167,7
6/29/2017 8:00,6/29/2017,6/29/2017 8:00,39.722,8
6/29/2017 9:00,6/29/2017,6/29/2017 9:00,47.222,9
6/29/2017 10:00,6/29/2017,6/29/2017 10:00,62.222,10
6/29/2017 11:00,6/29/2017,6/29/2017 11:00,50.556,11
6/29/2017 12:00,6/29/2017,6/29/2017 12:00,70,12
6/29/2017 13:00,6/29/2017,6/29/2017 13:00,74.722,13
6/29/2017 14:00,6/29/2017,6/29/2017 14:00,84.444,14
6/29/2017 15:00,6/29/2017,6/29/2017 15:00,70.556,15
6/29/2017 16:00,6/29/2017,6/29/2017 16:00,74.167,16
6/29/2017 17:00,6/29/2017,6/29/2017 17:00,65.556,17
6/29/2017 18:00,6/29/2017,6/29/2017 18:00,63.333,18
6/29/2017 19:00,6/29/2017,6/29/2017 19:00,58.889,19
6/29/2017 20:00,6/29/2017,6/29/2017 20:00,50.833,20
6/29/2017 21:00,6/29/2017,6/29/2017 21:00,57.778,21
6/29/2017 22:00,6/29/2017,6/29/2017 22:00,51.667,22
6/29/2017 23:00,6/29/2017,6/29/2017 23:00,41.389,23
6/30/2017 0:00,6/29/2017,6/30/2017 0:00,48.611,0
6/30/2017 1:00,6/29/2017,6/30/2017 1:00,50.833,1
6/30/2017 2:00,6/29/2017,6/30/2017 2:00,51.389,2
6/30/2017 3:00,6/29/2017,6/30/2017 3:00,56.389,3
6/30/2017 4:00,6/29/2017,6/30/2017 4:00,46.944,4
6/30/2017 5:00,6/30/2017,6/30/2017 5:00,46.944,5
6/30/2017 6:00,6/30/2017,6/30/2017 6:00,49.722,6
6/30/2017 7:00,6/30/2017,6/30/2017 7:00,31.667,7
6/30/2017 8:00,6/30/2017,6/30/2017 8:00,35.833,8
6/30/2017 9:00,6/30/2017,6/30/2017 9:00,42.105,9
6/30/2017 10:00,6/30/2017,6/30/2017 10:00,57.5,10
6/30/2017 11:00,6/30/2017,6/30/2017 11:00,55.278,11
6/30/2017 12:00,6/30/2017,6/30/2017 12:00,69.722,12
6/30/2017 13:00,6/30/2017,6/30/2017 13:00,73.333,13
6/30/2017 14:00,6/30/2017,6/30/2017 14:00,84.722,14
6/30/2017 15:00,6/30/2017,6/30/2017 15:00,70.556,15
6/30/2017 16:00,6/30/2017,6/30/2017 16:00,75,16
6/30/2017 17:00,6/30/2017,6/30/2017 17:00,67.5,17
6/30/2017 18:00,6/30/2017,6/30/2017 18:00,63.056,18
6/30/2017 19:00,6/30/2017,6/30/2017 19:00,61.944,19
6/30/2017 20:00,6/30/2017,6/30/2017 20:00,49.167,20
6/30/2017 21:00,6/30/2017,6/30/2017 21:00,60.833,21
6/30/2017 22:00,6/30/2017,6/30/2017 22:00,77.222,22
6/30/2017 23:00,6/30/2017,6/30/2017 23:00,63.333,23
7/1/2017 0:00,6/30/2017,7/1/2017 0:00,75.278,0
7/1/2017 1:00,6/30/2017,7/1/2017 1:00,71.944,1
7/1/2017 2:00,6/30/2017,7/1/2017 2:00,69.444,2
7/1/2017 3:00,6/30/2017,7/1/2017 3:00,68.611,3
7/1/2017 4:00,6/30/2017,7/1/2017 4:00,66.667,4
7/1/2017 5:00,6/30/2017,7/1/2017 4:00,66.667,5
7/1/2017 6:00,6/30/2017,7/1/2017 4:00,66.667,6
7/1/2017 7:00,6/30/2017,7/1/2017 4:00,66.667,7
7/1/2017 8:00,6/30/2017,7/1/2017 4:00,66.667,8
7/1/2017 9:00,6/30/2017,7/1/2017 4:00,66.667,9
7/1/2017 10:00,6/30/2017,7/1/2017 4:00,66.667,10
7/1/2017 11:00,6/30/2017,7/1/2017 4:00,66.667,11
7/1/2017 12:00,6/30/2017,7/1/2017 4:00,66.667,12
7/1/2017 13:00,6/30/2017,7/1/2017 4:00,66.667,13
7/1/2017 14:00,6/30/2017,7/1/2017 4:00,66.667,14
7/1/2017 15:00,6/30/2017,7/1/2017 4:00,66.667,15
7/1/2017 16:00,6/30/2017,7/1/2017 4:00,66.667,16
7/1/2017 17:00,6/30/2017,7/1/2017 4:00,66.667,17
7/1/2017 18:00,6/30/2017,7/1/2017 4:00,66.667,18
7/1/2017 19:00,6/30/2017,7/1/2017 4:00,66.667,19
7/1/2017 20:00,6/30/2017,7/1/2017 4:00,66.667,20
7/1/2017 21:00,6/30/2017,7/1/2017 4:00,66.667,21
7/1/2017 22:00,6/30/2017,7/1/2017 4:00,66.667,22
7/1/2017 23:00,6/30/2017,7/1/2017 4:00,66.667,23
7/2/2017 0:00,6/30/2017,7/1/2017 4:00,66.667,0
7/2/2017 1:00,6/30/2017,7/1/2017 4:00,66.667,1
7/2/2017 2:00,6/30/2017,7/1/2017 4:00,66.667,2
7/2/2017 3:00,6/30/2017,7/1/2017 4:00,66.667,3
7/2/2017 4:00,6/30/2017,7/1/2017 4:00,66.667,4
7/2/2017 5:00,7/2/2017,7/2/2017 5:00,66.667,5
7/2/2017 6:00,7/2/2017,7/2/2017 6:00,34.444,6
7/2/2017 7:00,7/2/2017,7/2/2017 7:00,28.611,7
7/2/2017 8:00,7/2/2017,7/2/2017 8:00,29.722,8
7/2/2017 9:00,7/2/2017,7/2/2017 9:00,28.333,9
7/2/2017 10:00,7/2/2017,7/2/2017 10:00,25.278,10
7/2/2017 11:00,7/2/2017,7/2/2017 11:00,26.389,11
7/2/2017 12:00,7/2/2017,7/2/2017 12:00,25,12
7/2/2017 13:00,7/2/2017,7/2/2017 13:00,27.778,13
7/2/2017 14:00,7/2/2017,7/2/2017 14:00,23.889,14
7/2/2017 15:00,7/2/2017,7/2/2017 15:00,25.278,15
7/2/2017 16:00,7/2/2017,7/2/2017 16:00,27.222,16
7/2/2017 17:00,7/2/2017,7/2/2017 17:00,25.278,17
7/2/2017 18:00,7/2/2017,7/2/2017 18:00,25,18
7/2/2017 19:00,7/2/2017,7/2/2017 19:00,18.889,19
7/2/2017 20:00,7/2/2017,7/2/2017 20:00,18.611,20
7/2/2017 21:00,7/2/2017,7/2/2017 21:00,20,21
7/2/2017 22:00,7/2/2017,7/2/2017 22:00,20.776,22
7/2/2017 23:00,7/2/2017,7/2/2017 23:00,20,23
7/3/2017 0:00,7/2/2017,7/3/2017 0:00,34.167,0
7/3/2017 1:00,7/2/2017,7/3/2017 1:00,30.556,1
7/3/2017 2:00,7/2/2017,7/3/2017 2:00,33.056,2
7/3/2017 3:00,7/2/2017,7/3/2017 3:00,29.167,3
7/3/2017 4:00,7/2/2017,7/3/2017 4:00,25.556,4
7/3/2017 5:00,7/3/2017,7/3/2017 5:00,25.556,5
7/3/2017 6:00,7/3/2017,7/3/2017 6:00,33.333,6
7/3/2017 7:00,7/3/2017,7/3/2017 7:00,30.833,7
7/3/2017 8:00,7/3/2017,7/3/2017 8:00,38.889,8
7/3/2017 9:00,7/3/2017,7/3/2017 9:00,48.333,9
7/3/2017 10:00,7/3/2017,7/3/2017 10:00,68.056,10
7/3/2017 11:00,7/3/2017,7/3/2017 11:00,55.556,11
7/3/2017 12:00,7/3/2017,7/3/2017 12:00,73.056,12
7/3/2017 13:00,7/3/2017,7/3/2017 13:00,73.333,13
7/3/2017 14:00,7/3/2017,7/3/2017 14:00,84.167,14
7/3/2017 15:00,7/3/2017,7/3/2017 15:00,70.556,15
7/3/2017 16:00,7/3/2017,7/3/2017 16:00,73.056,16
7/3/2017 17:00,7/3/2017,7/3/2017 17:00,65.278,17
7/3/2017 18:00,7/3/2017,7/3/2017 18:00,63.889,18
7/3/2017 19:00,7/3/2017,7/3/2017 19:00,54.444,19
7/3/2017 20:00,7/3/2017,7/3/2017 20:00,45.278,20
7/3/2017 21:00,7/3/2017,7/3/2017 21:00,46.389,21
7/3/2017 22:00,7/3/2017,7/3/2017 22:00,46.111,22
7/3/2017 23:00,7/3/2017,7/3/2017 23:00,39.167,23
7/4/2017 0:00,7/3/2017,7/4/2017 0:00,49.167,0
7/4/2017 1:00,7/3/2017,7/4/2017 1:00,55.556,1
7/4/2017 2:00,7/3/2017,7/4/2017 2:00,60.556,2
7/4/2017 3:00,7/3/2017,7/4/2017 3:00,61.389,3
7/4/2017 4:00,7/3/2017,7/4/2017 4:00,51.247,4
7/4/2017 5:00,7/4/2017,7/4/2017 5:00,51.247,5
7/4/2017 6:00,7/4/2017,7/4/2017 6:00,46.944,6
7/4/2017 7:00,7/4/2017,7/4/2017 7:00,32.778,7
7/4/2017 8:00,7/4/2017,7/4/2017 8:00,34.167,8
7/4/2017 9:00,7/4/2017,7/4/2017 9:00,40.278,9
7/4/2017 10:00,7/4/2017,7/4/2017 10:00,36.667,10
7/4/2017 11:00,7/4/2017,7/4/2017 11:00,34.722,11
7/4/2017 12:00,7/4/2017,7/4/2017 12:00,37.5,12
7/4/2017 13:00,7/4/2017,7/4/2017 13:00,40.833,13
7/4/2017 14:00,7/4/2017,7/4/2017 14:00,51.111,14
7/4/2017 15:00,7/4/2017,7/4/2017 15:00,45.278,15
7/4/2017 16:00,7/4/2017,7/4/2017 16:00,43.889,16
7/4/2017 17:00,7/4/2017,7/4/2017 17:00,43.333,17
7/4/2017 18:00,7/4/2017,7/4/2017 18:00,40.833,18
7/4/2017 19:00,7/4/2017,7/4/2017 19:00,37.5,19
7/4/2017 20:00,7/4/2017,7/4/2017 20:00,33.333,20
7/4/2017 21:00,7/4/2017,7/4/2017 21:00,30.833,21
7/4/2017 22:00,7/4/2017,7/4/2017 22:00,32.778,22
7/4/2017 23:00,7/4/2017,7/4/2017 23:00,33.889,23
7/5/2017 0:00,7/4/2017,7/5/2017 0:00,35.556,0
7/5/2017 1:00,7/4/2017,7/5/2017 1:00,45.556,1
7/5/2017 2:00,7/4/2017,7/5/2017 2:00,45.556,2
7/5/2017 3:00,7/4/2017,7/5/2017 3:00,26.667,3
7/5/2017 4:00,7/4/2017,7/5/2017 4:00,25.556,4
7/5/2017 5:00,7/5/2017,7/5/2017 5:00,25.556,5
7/5/2017 6:00,7/5/2017,7/5/2017 6:00,37.5,6
7/5/2017 7:00,7/5/2017,7/5/2017 7:00,24.722,7
7/5/2017 8:00,7/5/2017,7/5/2017 8:00,31.389,8
7/5/2017 9:00,7/5/2017,7/5/2017 9:00,44.722,9
7/5/2017 10:00,7/5/2017,7/5/2017 10:00,60.942,10
7/5/2017 11:00,7/5/2017,7/5/2017 11:00,53.889,11
7/5/2017 12:00,7/5/2017,7/5/2017 12:00,70.833,12
7/5/2017 13:00,7/5/2017,7/5/2017 13:00,73.889,13
7/5/2017 14:00,7/5/2017,7/5/2017 14:00,85.278,14
7/5/2017 15:00,7/5/2017,7/5/2017 15:00,72.222,15
7/5/2017 16:00,7/5/2017,7/5/2017 16:00,74.722,16
7/5/2017 17:00,7/5/2017,7/5/2017 17:00,69.722,17
7/5/2017 18:00,7/5/2017,7/5/2017 18:00,63.889,18
7/5/2017 19:00,7/5/2017,7/5/2017 19:00,60.556,19
7/5/2017 20:00,7/5/2017,7/5/2017 20:00,57.5,20
7/5/2017 21:00,7/5/2017,7/5/2017 21:00,54.444,21
7/5/2017 22:00,7/5/2017,7/5/2017 22:00,50.833,22
7/5/2017 23:00,7/5/2017,7/5/2017 23:00,43.333,23
7/6/2017 0:00,7/5/2017,7/6/2017 0:00,48.056,0
7/6/2017 1:00,7/5/2017,7/6/2017 1:00,53.611,1
7/6/2017 2:00,7/5/2017,7/6/2017 2:00,57.5,2
7/6/2017 3:00,7/5/2017,7/6/2017 3:00,55.833,3
7/6/2017 4:00,7/5/2017,7/6/2017 4:00,46.667,4
7/6/2017 5:00,7/6/2017,7/6/2017 5:00,46.667,5
7/6/2017 6:00,7/6/2017,7/6/2017 6:00,40.833,6
7/6/2017 7:00,7/6/2017,7/6/2017 7:00,30.833,7
7/6/2017 8:00,7/6/2017,7/6/2017 8:00,36.944,8
7/6/2017 9:00,7/6/2017,7/6/2017 9:00,45.556,9
7/6/2017 10:00,7/6/2017,7/6/2017 10:00,60.833,10
7/6/2017 11:00,7/6/2017,7/6/2017 11:00,55.833,11
7/6/2017 12:00,7/6/2017,7/6/2017 12:00,72.5,12
7/6/2017 13:00,7/6/2017,7/6/2017 13:00,75,13
7/6/2017 14:00,7/6/2017,7/6/2017 14:00,87.5,14
7/6/2017 15:00,7/6/2017,7/6/2017 15:00,73.611,15
7/6/2017 16:00,7/6/2017,7/6/2017 16:00,78.056,16
7/6/2017 17:00,7/6/2017,7/6/2017 17:00,67.867,17
7/6/2017 18:00,7/6/2017,7/6/2017 18:00,62.778,18
7/6/2017 19:00,7/6/2017,7/6/2017 19:00,56.944,19
7/6/2017 20:00,7/6/2017,7/6/2017 20:00,51.111,20
7/6/2017 21:00,7/6/2017,7/6/2017 21:00,55.556,21
7/6/2017 22:00,7/6/2017,7/6/2017 22:00,49.167,22
7/6/2017 23:00,7/6/2017,7/6/2017 23:00,38.611,23
7/7/2017 0:00,7/6/2017,7/7/2017 0:00,55.278,0
7/7/2017 1:00,7/6/2017,7/7/2017 1:00,58.333,1
7/7/2017 2:00,7/6/2017,7/7/2017 2:00,55,2
7/7/2017 3:00,7/6/2017,7/7/2017 3:00,54.722,3
7/7/2017 4:00,7/6/2017,7/7/2017 4:00,45,4
7/7/2017 5:00,7/7/2017,7/7/2017 5:00,45,5
7/7/2017 6:00,7/7/2017,7/7/2017 6:00,36.944,6
7/7/2017 7:00,7/7/2017,7/7/2017 7:00,28.889,7
7/7/2017 8:00,7/7/2017,7/7/2017 8:00,35.278,8
7/7/2017 9:00,7/7/2017,7/7/2017 9:00,43.611,9
7/7/2017 10:00,7/7/2017,7/7/2017 10:00,55.278,10
7/7/2017 11:00,7/7/2017,7/7/2017 11:00,52.5,11
7/7/2017 12:00,7/7/2017,7/7/2017 12:00,72.5,12
7/7/2017 13:00,7/7/2017,7/7/2017 13:00,72.222,13
7/7/2017 14:00,7/7/2017,7/7/2017 14:00,84.167,14
7/7/2017 15:00,7/7/2017,7/7/2017 15:00,70.833,15
7/7/2017 16:00,7/7/2017,7/7/2017 16:00,71.944,16
7/7/2017 17:00,7/7/2017,7/7/2017 17:00,64.167,17
7/7/2017 18:00,7/7/2017,7/7/2017 18:00,61.667,18
7/7/2017 19:00,7/7/2017,7/7/2017 19:00,56.389,19
7/7/2017 20:00,7/7/2017,7/7/2017 20:00,42.5,20
7/7/2017 21:00,7/7/2017,7/7/2017 21:00,56.389,21
7/7/2017 22:00,7/7/2017,7/7/2017 22:00,72.5,22
7/7/2017 23:00,7/7/2017,7/7/2017 23:00,60.942,23
7/8/2017 0:00,7/7/2017,7/8/2017 0:00,77.5,0
7/8/2017 1:00,7/7/2017,7/8/2017 1:00,78.333,1
7/8/2017 2:00,7/7/2017,7/8/2017 2:00,76.944,2
7/8/2017 3:00,7/7/2017,7/8/2017 3:00,68.056,3
7/8/2017 4:00,7/7/2017,7/8/2017 4:00,50.278,4
7/8/2017 5:00,7/8/2017,7/8/2017 5:00,50.278,5
7/8/2017 6:00,7/8/2017,7/8/2017 6:00,51.944,6
7/8/2017 7:00,7/8/2017,7/8/2017 7:00,42.778,7
7/8/2017 8:00,7/8/2017,7/8/2017 8:00,34.167,8
7/8/2017 9:00,7/8/2017,7/8/2017 9:00,31.944,9
7/8/2017 10:00,7/8/2017,7/8/2017 10:00,28.333,10
7/8/2017 11:00,7/8/2017,7/8/2017 11:00,25,11
7/8/2017 12:00,7/8/2017,7/8/2017 12:00,16.944,12
7/8/2017 13:00,7/8/2017,7/8/2017 13:00,16.111,13
7/8/2017 14:00,7/8/2017,7/8/2017 14:00,14.167,14
7/8/2017 15:00,7/8/2017,7/8/2017 15:00,14.167,15
7/8/2017 16:00,7/8/2017,7/8/2017 16:00,14.722,16
7/8/2017 17:00,7/8/2017,7/8/2017 17:00,15,17
7/8/2017 18:00,7/8/2017,7/8/2017 18:00,14.722,18
7/8/2017 19:00,7/8/2017,7/8/2017 19:00,13.333,19
7/8/2017 20:00,7/8/2017,7/8/2017 20:00,11.944,20
7/8/2017 21:00,7/8/2017,7/8/2017 21:00,12.5,21
7/8/2017 22:00,7/8/2017,7/8/2017 22:00,13.611,22
7/8/2017 23:00,7/8/2017,7/8/2017 23:00,13.333,23
7/9/2017 0:00,7/8/2017,7/9/2017 0:00,29.167,0
7/9/2017 1:00,7/8/2017,7/9/2017 1:00,12.5,1
7/9/2017 2:00,7/8/2017,7/9/2017 2:00,11.389,2
7/9/2017 3:00,7/8/2017,7/9/2017 3:00,11.944,3
7/9/2017 4:00,7/8/2017,7/9/2017 4:00,12.222,4
7/9/2017 5:00,7/9/2017,7/9/2017 5:00,12.222,5
7/9/2017 6:00,7/9/2017,7/9/2017 6:00,30.471,6
7/9/2017 7:00,7/9/2017,7/9/2017 7:00,26.111,7
7/9/2017 8:00,7/9/2017,7/9/2017 8:00,26.667,8
7/9/2017 9:00,7/9/2017,7/9/2017 9:00,26.667,9
7/9/2017 10:00,7/9/2017,7/9/2017 10:00,25.833,10
7/9/2017 11:00,7/9/2017,7/9/2017 11:00,23.611,11
7/9/2017 12:00,7/9/2017,7/9/2017 12:00,25.278,12
7/9/2017 13:00,7/9/2017,7/9/2017 13:00,26.944,13
7/9/2017 14:00,7/9/2017,7/9/2017 14:00,23.611,14
7/9/2017 15:00,7/9/2017,7/9/2017 15:00,23.889,15
7/9/2017 16:00,7/9/2017,7/9/2017 16:00,26.389,16
7/9/2017 17:00,7/9/2017,7/9/2017 17:00,23.056,17
7/9/2017 18:00,7/9/2017,7/9/2017 18:00,21.389,18
7/9/2017 19:00,7/9/2017,7/9/2017 19:00,12.5,19
7/9/2017 20:00,7/9/2017,7/9/2017 20:00,13.333,20
7/9/2017 21:00,7/9/2017,7/9/2017 21:00,17.222,21
7/9/2017 22:00,7/9/2017,7/9/2017 22:00,16.667,22
7/9/2017 23:00,7/9/2017,7/9/2017 23:00,16.944,23
7/10/2017 0:00,7/9/2017,7/10/2017 0:00,31.111,0
7/10/2017 1:00,7/9/2017,7/10/2017 1:00,22.5,1
7/10/2017 2:00,7/9/2017,7/10/2017 2:00,15.833,2
7/10/2017 3:00,7/9/2017,7/10/2017 3:00,18.889,3
7/10/2017 4:00,7/9/2017,7/10/2017 4:00,18.611,4
7/10/2017 5:00,7/10/2017,7/10/2017 5:00,18.611,5
7/10/2017 6:00,7/10/2017,7/10/2017 6:00,27.222,6
7/10/2017 7:00,7/10/2017,7/10/2017 7:00,24.444,7
7/10/2017 8:00,7/10/2017,7/10/2017 8:00,29.722,8
7/10/2017 9:00,7/10/2017,7/10/2017 9:00,47.5,9
7/10/2017 10:00,7/10/2017,7/10/2017 10:00,60,10
7/10/2017 11:00,7/10/2017,7/10/2017 11:00,61.496,11
7/10/2017 12:00,7/10/2017,7/10/2017 12:00,70,12
7/10/2017 13:00,7/10/2017,7/10/2017 13:00,76.111,13
7/10/2017 14:00,7/10/2017,7/10/2017 14:00,87.222,14
7/10/2017 15:00,7/10/2017,7/10/2017 15:00,74.167,15
7/10/2017 16:00,7/10/2017,7/10/2017 16:00,78.611,16
7/10/2017 17:00,7/10/2017,7/10/2017 17:00,70.278,17
7/10/2017 18:00,7/10/2017,7/10/2017 18:00,66.111,18
7/10/2017 19:00,7/10/2017,7/10/2017 19:00,62.778,19
7/10/2017 20:00,7/10/2017,7/10/2017 20:00,52.5,20
7/10/2017 21:00,7/10/2017,7/10/2017 21:00,64.167,21
7/10/2017 22:00,7/10/2017,7/10/2017 22:00,49.722,22
