days,dt,cur_time_in_gmt,cpu_utilization_pctg,hour,cpu_utilization_pctg_extrapolated,is_extrapolated
3/1/2017 0:00,2/28/2017,3/1/2017 0:00,44.722,0,44.722,FALSE
3/1/2017 1:00,2/28/2017,3/1/2017 1:00,61.944,1,61.944,FALSE
3/1/2017 2:00,2/28/2017,3/1/2017 2:00,54.444,2,54.444,FALSE
3/1/2017 3:00,2/28/2017,3/1/2017 3:00,52.355,3,52.355,FALSE
3/1/2017 4:00,2/28/2017,3/1/2017 4:00,45,4,45,FALSE
3/1/2017 5:00,2/28/2017,3/1/2017 5:00,36.944,5,36.944,FALSE
3/1/2017 6:00,3/1/2017,3/1/2017 6:00,,6,34.444,TRUE
3/1/2017 7:00,3/1/2017,3/1/2017 7:00,36.111,7,36.111,FALSE
3/1/2017 8:00,3/1/2017,3/1/2017 8:00,34.167,8,34.167,FALSE
3/1/2017 9:00,3/1/2017,3/1/2017 9:00,37.778,9,37.778,FALSE
3/1/2017 10:00,3/1/2017,3/1/2017 10:00,49.307,10,49.307,FALSE
3/1/2017 11:00,3/1/2017,3/1/2017 11:00,55,11,55,FALSE
3/1/2017 12:00,3/1/2017,3/1/2017 12:00,59.167,12,59.167,FALSE
3/1/2017 13:00,3/1/2017,3/1/2017 13:00,76.667,13,76.667,FALSE
3/1/2017 14:00,3/1/2017,3/1/2017 14:00,82.778,14,82.778,FALSE
3/1/2017 15:00,3/1/2017,3/1/2017 15:00,57.778,15,57.778,FALSE
3/1/2017 16:00,3/1/2017,3/1/2017 16:00,64.266,16,64.266,FALSE
3/1/2017 17:00,3/1/2017,3/1/2017 17:00,68.333,17,68.333,FALSE
3/1/2017 18:00,3/1/2017,3/1/2017 18:00,54.167,18,54.167,FALSE
3/1/2017 19:00,3/1/2017,3/1/2017 19:00,47.5,19,47.5,FALSE
3/1/2017 20:00,3/1/2017,3/1/2017 20:00,43.333,20,43.333,FALSE
3/1/2017 21:00,3/1/2017,3/1/2017 21:00,40.556,21,40.556,FALSE
3/1/2017 22:00,3/1/2017,3/1/2017 22:00,53.333,22,53.333,FALSE
3/1/2017 23:00,3/1/2017,3/1/2017 23:00,46.814,23,46.814,FALSE
3/2/2017 0:00,3/1/2017,3/2/2017 0:00,51.389,0,51.389,FALSE
3/2/2017 1:00,3/1/2017,3/2/2017 1:00,63.333,1,63.333,FALSE
3/2/2017 2:00,3/1/2017,3/2/2017 2:00,56.667,2,56.667,FALSE
3/2/2017 3:00,3/1/2017,3/2/2017 3:00,61.111,3,61.111,FALSE
3/2/2017 4:00,3/1/2017,3/2/2017 4:00,58.333,4,58.333,FALSE
3/2/2017 5:00,3/1/2017,3/2/2017 5:00,65.097,5,65.097,FALSE
3/2/2017 6:00,3/2/2017,3/2/2017 6:00,,6,34.444,TRUE
3/2/2017 7:00,3/2/2017,3/2/2017 7:00,47.222,7,47.222,FALSE
3/2/2017 8:00,3/2/2017,3/2/2017 8:00,37.778,8,37.778,FALSE
3/2/2017 9:00,3/2/2017,3/2/2017 9:00,42.222,9,42.222,FALSE
3/2/2017 10:00,3/2/2017,3/2/2017 10:00,49.444,10,49.444,FALSE
3/2/2017 11:00,3/2/2017,3/2/2017 11:00,53.611,11,53.611,FALSE
3/2/2017 12:00,3/2/2017,3/2/2017 12:00,60.665,12,60.665,FALSE
3/2/2017 13:00,3/2/2017,3/2/2017 13:00,76.389,13,76.389,FALSE
3/2/2017 14:00,3/2/2017,3/2/2017 14:00,82.222,14,82.222,FALSE
3/2/2017 15:00,3/2/2017,3/2/2017 15:00,60,15,60,FALSE
3/2/2017 16:00,3/2/2017,3/2/2017 16:00,72.778,16,72.778,FALSE
3/2/2017 17:00,3/2/2017,3/2/2017 17:00,73.889,17,73.889,FALSE
3/2/2017 18:00,3/2/2017,3/2/2017 18:00,68.421,18,68.421,FALSE
3/2/2017 19:00,3/2/2017,3/2/2017 19:00,64.722,19,64.722,FALSE
3/2/2017 20:00,3/2/2017,3/2/2017 20:00,59.167,20,59.167,FALSE
3/2/2017 21:00,3/2/2017,3/2/2017 21:00,59.167,21,59.167,FALSE
3/2/2017 22:00,3/2/2017,3/2/2017 22:00,65.556,22,65.556,FALSE
3/2/2017 23:00,3/2/2017,3/2/2017 23:00,50,23,50,FALSE
3/3/2017 0:00,3/2/2017,3/3/2017 0:00,49.307,0,49.307,FALSE
3/3/2017 1:00,3/2/2017,3/3/2017 1:00,63.333,1,63.333,FALSE
3/3/2017 2:00,3/2/2017,3/3/2017 2:00,53.333,2,53.333,FALSE
3/3/2017 3:00,3/2/2017,3/3/2017 3:00,53.889,3,53.889,FALSE
3/3/2017 4:00,3/2/2017,3/3/2017 4:00,45.833,4,45.833,FALSE
3/3/2017 5:00,3/2/2017,3/3/2017 5:00,36.667,5,36.667,FALSE
3/3/2017 6:00,3/3/2017,3/3/2017 6:00,,6,34.444,TRUE
3/3/2017 7:00,3/3/2017,3/3/2017 7:00,38.781,7,38.781,FALSE
3/3/2017 8:00,3/3/2017,3/3/2017 8:00,36.667,8,36.667,FALSE
3/3/2017 9:00,3/3/2017,3/3/2017 9:00,39.722,9,39.722,FALSE
3/3/2017 10:00,3/3/2017,3/3/2017 10:00,41.389,10,41.389,FALSE
3/3/2017 11:00,3/3/2017,3/3/2017 11:00,51.667,11,51.667,FALSE
3/3/2017 12:00,3/3/2017,3/3/2017 12:00,61.111,12,61.111,FALSE
3/3/2017 13:00,3/3/2017,3/3/2017 13:00,73.961,13,73.961,FALSE
3/3/2017 14:00,3/3/2017,3/3/2017 14:00,81.111,14,81.111,FALSE
3/3/2017 15:00,3/3/2017,3/3/2017 15:00,57.222,15,57.222,FALSE
3/3/2017 16:00,3/3/2017,3/3/2017 16:00,65.556,16,65.556,FALSE
3/3/2017 17:00,3/3/2017,3/3/2017 17:00,65.556,17,65.556,FALSE
3/3/2017 18:00,3/3/2017,3/3/2017 18:00,55.833,18,55.833,FALSE
3/3/2017 19:00,3/3/2017,3/3/2017 19:00,46.111,19,46.111,FALSE
3/3/2017 20:00,3/3/2017,3/3/2017 20:00,44.598,20,44.598,FALSE
3/3/2017 21:00,3/3/2017,3/3/2017 21:00,42.222,21,42.222,FALSE
3/3/2017 22:00,3/3/2017,3/3/2017 22:00,74.722,22,74.722,FALSE
3/3/2017 23:00,3/3/2017,3/3/2017 23:00,70.556,23,70.556,FALSE
3/4/2017 0:00,3/3/2017,3/4/2017 0:00,74.444,0,74.444,FALSE
3/4/2017 1:00,3/3/2017,3/4/2017 1:00,83.333,1,83.333,FALSE
3/4/2017 2:00,3/3/2017,3/4/2017 2:00,76.454,2,76.454,FALSE
3/4/2017 3:00,3/3/2017,3/4/2017 3:00,76.111,3,76.111,FALSE
3/4/2017 4:00,3/3/2017,3/4/2017 4:00,66.111,4,66.111,FALSE
3/4/2017 5:00,3/3/2017,3/4/2017 5:00,62.222,5,62.222,FALSE
3/4/2017 6:00,3/4/2017,3/4/2017 6:00,,6,34.444,TRUE
3/4/2017 7:00,3/4/2017,3/4/2017 7:00,46.667,7,46.667,FALSE
3/4/2017 8:00,3/4/2017,3/4/2017 8:00,43.611,8,43.611,FALSE
3/4/2017 9:00,3/4/2017,3/4/2017 9:00,31.579,9,31.579,FALSE
3/4/2017 10:00,3/4/2017,3/4/2017 10:00,25.278,10,25.278,FALSE
3/4/2017 11:00,3/4/2017,3/4/2017 11:00,28.611,11,28.611,FALSE
3/4/2017 12:00,3/4/2017,3/4/2017 12:00,18.056,12,18.056,FALSE
3/4/2017 13:00,3/4/2017,3/4/2017 13:00,13.056,13,13.056,FALSE
3/4/2017 14:00,3/4/2017,3/4/2017 14:00,14.167,14,14.167,FALSE
3/4/2017 15:00,3/4/2017,3/4/2017 15:00,14.127,15,14.127,FALSE
3/4/2017 16:00,3/4/2017,3/4/2017 16:00,15,16,15,FALSE
3/4/2017 17:00,3/4/2017,3/4/2017 17:00,15.278,17,15.278,FALSE
3/4/2017 18:00,3/4/2017,3/4/2017 18:00,16.111,18,16.111,FALSE
3/4/2017 19:00,3/4/2017,3/4/2017 19:00,16.389,19,16.389,FALSE
3/4/2017 20:00,3/4/2017,3/4/2017 20:00,15.833,20,15.833,FALSE
3/4/2017 21:00,3/4/2017,3/4/2017 21:00,15.789,21,15.789,FALSE
3/4/2017 22:00,3/4/2017,3/4/2017 22:00,16.111,22,16.111,FALSE
3/4/2017 23:00,3/4/2017,3/4/2017 23:00,16.667,23,16.667,FALSE
3/5/2017 0:00,3/4/2017,3/5/2017 0:00,25,0,25,FALSE
3/5/2017 1:00,3/4/2017,3/5/2017 1:00,45,1,45,FALSE
3/5/2017 2:00,3/4/2017,3/5/2017 2:00,20,2,20,FALSE
3/5/2017 3:00,3/4/2017,3/5/2017 3:00,18.889,3,18.889,FALSE
3/5/2017 4:00,3/4/2017,3/5/2017 4:00,18.837,4,18.837,FALSE
3/5/2017 5:00,3/4/2017,3/5/2017 5:00,19.722,5,19.722,FALSE
3/5/2017 6:00,3/5/2017,3/5/2017 6:00,,6,34.444,TRUE
3/5/2017 7:00,3/5/2017,3/5/2017 7:00,26.667,7,26.667,FALSE
3/5/2017 8:00,3/5/2017,3/5/2017 8:00,23.056,8,23.056,FALSE
3/5/2017 9:00,3/5/2017,3/5/2017 9:00,21.944,9,21.944,FALSE
3/5/2017 10:00,3/5/2017,3/5/2017 10:00,21.607,10,21.607,FALSE
3/5/2017 11:00,3/5/2017,3/5/2017 11:00,21.944,11,21.944,FALSE
3/5/2017 12:00,3/5/2017,3/5/2017 12:00,21.389,12,21.389,FALSE
3/5/2017 13:00,3/5/2017,3/5/2017 13:00,21.667,13,21.667,FALSE
3/5/2017 14:00,3/5/2017,3/5/2017 14:00,23.889,14,23.889,FALSE
3/5/2017 15:00,3/5/2017,3/5/2017 15:00,23.889,15,23.889,FALSE
3/5/2017 16:00,3/5/2017,3/5/2017 16:00,28.333,16,28.333,FALSE
3/5/2017 17:00,3/5/2017,3/5/2017 17:00,27.978,17,27.978,FALSE
3/5/2017 18:00,3/5/2017,3/5/2017 18:00,26.111,18,26.111,FALSE
3/5/2017 19:00,3/5/2017,3/5/2017 19:00,24.444,19,24.444,FALSE
3/5/2017 20:00,3/5/2017,3/5/2017 20:00,22.5,20,22.5,FALSE
3/5/2017 21:00,3/5/2017,3/5/2017 21:00,20,21,20,FALSE
3/5/2017 22:00,3/5/2017,3/5/2017 22:00,21.111,22,21.111,FALSE
3/5/2017 23:00,3/5/2017,3/5/2017 23:00,19.114,23,19.114,FALSE
3/6/2017 0:00,3/5/2017,3/6/2017 0:00,28.333,0,28.333,FALSE
3/6/2017 1:00,3/5/2017,3/6/2017 1:00,46.944,1,46.944,FALSE
3/6/2017 2:00,3/5/2017,3/6/2017 2:00,19.722,2,19.722,FALSE
3/6/2017 3:00,3/5/2017,3/6/2017 3:00,16.944,3,16.944,FALSE
3/6/2017 4:00,3/5/2017,3/6/2017 4:00,19.167,4,19.167,FALSE
3/6/2017 5:00,3/5/2017,3/6/2017 5:00,21.389,5,21.389,FALSE
3/6/2017 6:00,3/6/2017,3/6/2017 6:00,,6,34.444,TRUE
3/6/2017 7:00,3/6/2017,3/6/2017 7:00,25.556,7,25.556,FALSE
3/6/2017 8:00,3/6/2017,3/6/2017 8:00,31.111,8,31.111,FALSE
3/6/2017 9:00,3/6/2017,3/6/2017 9:00,40.556,9,40.556,FALSE
3/6/2017 10:00,3/6/2017,3/6/2017 10:00,51.111,10,51.111,FALSE
3/6/2017 11:00,3/6/2017,3/6/2017 11:00,53.056,11,53.056,FALSE
3/6/2017 12:00,3/6/2017,3/6/2017 12:00,60.665,12,60.665,FALSE
3/6/2017 13:00,3/6/2017,3/6/2017 13:00,73.611,13,73.611,FALSE
3/6/2017 14:00,3/6/2017,3/6/2017 14:00,81.667,14,81.667,FALSE
3/6/2017 15:00,3/6/2017,3/6/2017 15:00,56.944,15,56.944,FALSE
3/6/2017 16:00,3/6/2017,3/6/2017 16:00,67.222,16,67.222,FALSE
3/6/2017 17:00,3/6/2017,3/6/2017 17:00,63.333,17,63.333,FALSE
3/6/2017 18:00,3/6/2017,3/6/2017 18:00,54.294,18,54.294,FALSE
3/6/2017 19:00,3/6/2017,3/6/2017 19:00,48.056,19,48.056,FALSE
3/6/2017 20:00,3/6/2017,3/6/2017 20:00,42.5,20,42.5,FALSE
3/6/2017 21:00,3/6/2017,3/6/2017 21:00,39.722,21,39.722,FALSE
3/6/2017 22:00,3/6/2017,3/6/2017 22:00,53.056,22,53.056,FALSE
3/6/2017 23:00,3/6/2017,3/6/2017 23:00,44.167,23,44.167,FALSE
3/7/2017 0:00,3/6/2017,3/7/2017 0:00,45,0,45,FALSE
3/7/2017 1:00,3/6/2017,3/7/2017 1:00,59.28,1,59.28,FALSE
3/7/2017 2:00,3/6/2017,3/7/2017 2:00,53.889,2,53.889,FALSE
3/7/2017 3:00,3/6/2017,3/7/2017 3:00,64.444,3,64.444,FALSE
3/7/2017 4:00,3/6/2017,3/7/2017 4:00,51.111,4,51.111,FALSE
3/7/2017 5:00,3/6/2017,3/7/2017 5:00,35.833,5,35.833,FALSE
3/7/2017 6:00,3/7/2017,3/7/2017 6:00,,6,34.444,TRUE
3/7/2017 7:00,3/7/2017,3/7/2017 7:00,29.917,7,29.917,FALSE
3/7/2017 8:00,3/7/2017,3/7/2017 8:00,36.389,8,36.389,FALSE
3/7/2017 9:00,3/7/2017,3/7/2017 9:00,40.278,9,40.278,FALSE
3/7/2017 10:00,3/7/2017,3/7/2017 10:00,49.444,10,49.444,FALSE
3/7/2017 11:00,3/7/2017,3/7/2017 11:00,53.889,11,53.889,FALSE
3/7/2017 12:00,3/7/2017,3/7/2017 12:00,61.389,12,61.389,FALSE
3/7/2017 13:00,3/7/2017,3/7/2017 13:00,74.515,13,74.515,FALSE
3/7/2017 14:00,3/7/2017,3/7/2017 14:00,82.5,14,82.5,FALSE
3/7/2017 15:00,3/7/2017,3/7/2017 15:00,57.222,15,57.222,FALSE
3/7/2017 16:00,3/7/2017,3/7/2017 16:00,64.167,16,64.167,FALSE
3/7/2017 17:00,3/7/2017,3/7/2017 17:00,63.056,17,63.056,FALSE
3/7/2017 18:00,3/7/2017,3/7/2017 18:00,55.833,18,55.833,FALSE
3/7/2017 19:00,3/7/2017,3/7/2017 19:00,49.722,19,49.722,FALSE
3/7/2017 20:00,3/7/2017,3/7/2017 20:00,41.828,20,41.828,FALSE
3/7/2017 21:00,3/7/2017,3/7/2017 21:00,38.889,21,38.889,FALSE
3/7/2017 22:00,3/7/2017,3/7/2017 22:00,51.944,22,51.944,FALSE
3/7/2017 23:00,3/7/2017,3/7/2017 23:00,38.611,23,38.611,FALSE
3/8/2017 0:00,3/7/2017,3/8/2017 0:00,44.444,0,44.444,FALSE
3/8/2017 1:00,3/7/2017,3/8/2017 1:00,63.056,1,63.056,FALSE
3/8/2017 2:00,3/7/2017,3/8/2017 2:00,59.834,2,59.834,FALSE
3/8/2017 3:00,3/7/2017,3/8/2017 3:00,58.333,3,58.333,FALSE
3/8/2017 4:00,3/7/2017,3/8/2017 4:00,48.889,4,48.889,FALSE
3/8/2017 5:00,3/7/2017,3/8/2017 5:00,32.778,5,32.778,FALSE
3/8/2017 6:00,3/8/2017,3/8/2017 6:00,,6,34.444,TRUE
3/8/2017 7:00,3/8/2017,3/8/2017 7:00,31.944,7,31.944,FALSE
3/8/2017 8:00,3/8/2017,3/8/2017 8:00,29.722,8,29.722,FALSE
3/8/2017 9:00,3/8/2017,3/8/2017 9:00,33.241,9,33.241,FALSE
3/8/2017 10:00,3/8/2017,3/8/2017 10:00,46.667,10,46.667,FALSE
3/8/2017 11:00,3/8/2017,3/8/2017 11:00,56.389,11,56.389,FALSE
3/8/2017 12:00,3/8/2017,3/8/2017 12:00,59.444,12,59.444,FALSE
3/8/2017 13:00,3/8/2017,3/8/2017 13:00,75.833,13,75.833,FALSE
3/8/2017 14:00,3/8/2017,3/8/2017 14:00,84.444,14,84.444,FALSE
3/8/2017 15:00,3/8/2017,3/8/2017 15:00,69.252,15,69.252,FALSE
3/8/2017 16:00,3/8/2017,3/8/2017 16:00,77.5,16,77.5,FALSE
3/8/2017 17:00,3/8/2017,3/8/2017 17:00,69.444,17,69.444,FALSE
3/8/2017 18:00,3/8/2017,3/8/2017 18:00,56.667,18,56.667,FALSE
3/8/2017 19:00,3/8/2017,3/8/2017 19:00,56.389,19,56.389,FALSE
3/8/2017 20:00,3/8/2017,3/8/2017 20:00,45.556,20,45.556,FALSE
3/8/2017 21:00,3/8/2017,3/8/2017 21:00,41.944,21,41.944,FALSE
3/8/2017 22:00,3/8/2017,3/8/2017 22:00,54.848,22,54.848,FALSE
3/8/2017 23:00,3/8/2017,3/8/2017 23:00,38.056,23,38.056,FALSE
3/9/2017 0:00,3/8/2017,3/9/2017 0:00,43.611,0,43.611,FALSE
3/9/2017 1:00,3/8/2017,3/9/2017 1:00,63.333,1,63.333,FALSE
3/9/2017 2:00,3/8/2017,3/9/2017 2:00,58.056,2,58.056,FALSE
3/9/2017 3:00,3/8/2017,3/9/2017 3:00,57.5,3,57.5,FALSE
3/9/2017 4:00,3/8/2017,3/9/2017 4:00,46.814,4,46.814,FALSE
3/9/2017 5:00,3/8/2017,3/9/2017 5:00,36.667,5,36.667,FALSE
3/9/2017 6:00,3/9/2017,3/9/2017 6:00,,6,34.444,TRUE
3/9/2017 7:00,3/9/2017,3/9/2017 7:00,35.556,7,35.556,FALSE
3/9/2017 8:00,3/9/2017,3/9/2017 8:00,28.611,8,28.611,FALSE
3/9/2017 9:00,3/9/2017,3/9/2017 9:00,35.556,9,35.556,FALSE
3/9/2017 10:00,3/9/2017,3/9/2017 10:00,42.778,10,42.778,FALSE
3/9/2017 11:00,3/9/2017,3/9/2017 11:00,52.632,11,52.632,FALSE
3/9/2017 12:00,3/9/2017,3/9/2017 12:00,58.611,12,58.611,FALSE
3/9/2017 13:00,3/9/2017,3/9/2017 13:00,73.333,13,73.333,FALSE
3/9/2017 14:00,3/9/2017,3/9/2017 14:00,82.5,14,82.5,FALSE
3/9/2017 15:00,3/9/2017,3/9/2017 15:00,65,15,65,FALSE
3/9/2017 16:00,3/9/2017,3/9/2017 16:00,65.833,16,65.833,FALSE
3/9/2017 17:00,3/9/2017,3/9/2017 17:00,66.759,17,66.759,FALSE
3/9/2017 18:00,3/9/2017,3/9/2017 18:00,61.111,18,61.111,FALSE
3/9/2017 19:00,3/9/2017,3/9/2017 19:00,54.167,19,54.167,FALSE
3/9/2017 20:00,3/9/2017,3/9/2017 20:00,45.833,20,45.833,FALSE
3/9/2017 21:00,3/9/2017,3/9/2017 21:00,40.833,21,40.833,FALSE
3/9/2017 22:00,3/9/2017,3/9/2017 22:00,55,22,55,FALSE
3/9/2017 23:00,3/9/2017,3/9/2017 23:00,40.72,23,40.72,FALSE
3/10/2017 0:00,3/9/2017,3/10/2017 0:00,45.556,0,45.556,FALSE
3/10/2017 1:00,3/9/2017,3/10/2017 1:00,63.056,1,63.056,FALSE
3/10/2017 2:00,3/9/2017,3/10/2017 2:00,56.667,2,56.667,FALSE
3/10/2017 3:00,3/9/2017,3/10/2017 3:00,57.778,3,57.778,FALSE
3/10/2017 4:00,3/9/2017,3/10/2017 4:00,53.056,4,53.056,FALSE
3/10/2017 5:00,3/9/2017,3/10/2017 5:00,33.611,5,33.611,FALSE
3/10/2017 6:00,3/10/2017,3/10/2017 6:00,,6,34.444,TRUE
3/10/2017 7:00,3/10/2017,3/10/2017 7:00,31.667,7,31.667,FALSE
3/10/2017 8:00,3/10/2017,3/10/2017 8:00,28.611,8,28.611,FALSE
3/10/2017 9:00,3/10/2017,3/10/2017 9:00,35.833,9,35.833,FALSE
3/10/2017 10:00,3/10/2017,3/10/2017 10:00,57.778,10,57.778,FALSE
3/10/2017 11:00,3/10/2017,3/10/2017 11:00,49.722,11,49.722,FALSE
3/10/2017 12:00,3/10/2017,3/10/2017 12:00,62.05,12,62.05,FALSE
3/10/2017 13:00,3/10/2017,3/10/2017 13:00,73.889,13,73.889,FALSE
3/10/2017 14:00,3/10/2017,3/10/2017 14:00,82.222,14,82.222,FALSE
3/10/2017 15:00,3/10/2017,3/10/2017 15:00,60.278,15,60.278,FALSE
3/10/2017 16:00,3/10/2017,3/10/2017 16:00,67.222,16,67.222,FALSE
3/10/2017 17:00,3/10/2017,3/10/2017 17:00,63.889,17,63.889,FALSE
3/10/2017 18:00,3/10/2017,3/10/2017 18:00,56.667,18,56.667,FALSE
3/10/2017 19:00,3/10/2017,3/10/2017 19:00,47.645,19,47.645,FALSE
3/10/2017 20:00,3/10/2017,3/10/2017 20:00,46.111,20,46.111,FALSE
3/10/2017 21:00,3/10/2017,3/10/2017 21:00,48.611,21,48.611,FALSE
3/10/2017 22:00,3/10/2017,3/10/2017 22:00,75.833,22,75.833,FALSE
3/10/2017 23:00,3/10/2017,3/10/2017 23:00,73.056,23,73.056,FALSE
3/11/2017 0:00,3/10/2017,3/11/2017 0:00,73.333,0,73.333,FALSE
3/11/2017 1:00,3/10/2017,3/11/2017 1:00,83.657,1,83.657,FALSE
3/11/2017 2:00,3/10/2017,3/11/2017 2:00,79.444,2,79.444,FALSE
3/11/2017 3:00,3/10/2017,3/11/2017 3:00,78.889,3,78.889,FALSE
3/11/2017 4:00,3/10/2017,3/11/2017 4:00,68.889,4,68.889,FALSE
3/11/2017 5:00,3/10/2017,3/11/2017 5:00,56.111,5,56.111,FALSE
3/11/2017 6:00,3/11/2017,3/11/2017 6:00,,6,34.444,TRUE
3/11/2017 7:00,3/11/2017,3/11/2017 7:00,47.5,7,47.5,FALSE
3/11/2017 8:00,3/11/2017,3/11/2017 8:00,47.368,8,47.368,FALSE
3/11/2017 9:00,3/11/2017,3/11/2017 9:00,34.722,9,34.722,FALSE
3/11/2017 10:00,3/11/2017,3/11/2017 10:00,34.722,10,34.722,FALSE
3/11/2017 11:00,3/11/2017,3/11/2017 11:00,30.833,11,30.833,FALSE
3/11/2017 12:00,3/11/2017,3/11/2017 12:00,28.333,12,28.333,FALSE
3/11/2017 13:00,3/11/2017,3/11/2017 13:00,15.833,13,15.833,FALSE
3/11/2017 14:00,3/11/2017,3/11/2017 14:00,15.512,14,15.512,FALSE
3/11/2017 15:00,3/11/2017,3/11/2017 15:00,15.556,15,15.556,FALSE
3/11/2017 16:00,3/11/2017,3/11/2017 16:00,16.111,16,16.111,FALSE
3/11/2017 17:00,3/11/2017,3/11/2017 17:00,15.556,17,15.556,FALSE
3/11/2017 18:00,3/11/2017,3/11/2017 18:00,17.222,18,17.222,FALSE
3/11/2017 19:00,3/11/2017,3/11/2017 19:00,17.778,19,17.778,FALSE
3/11/2017 20:00,3/11/2017,3/11/2017 20:00,17.5,20,17.5,FALSE
3/11/2017 21:00,3/11/2017,3/11/2017 21:00,19.668,21,19.668,FALSE
3/11/2017 22:00,3/11/2017,3/11/2017 22:00,20.833,22,20.833,FALSE
3/11/2017 23:00,3/11/2017,3/11/2017 23:00,18.056,23,18.056,FALSE
3/12/2017 0:00,3/11/2017,3/12/2017 0:00,27.222,0,27.222,FALSE
3/12/2017 1:00,3/11/2017,3/12/2017 1:00,48.333,1,48.333,FALSE
3/12/2017 2:00,3/11/2017,3/12/2017 2:00,19.722,2,19.722,FALSE
3/12/2017 3:00,3/11/2017,3/12/2017 3:00,17.729,3,17.729,FALSE
3/12/2017 4:00,3/11/2017,3/12/2017 4:00,18.056,4,18.056,FALSE
3/12/2017 5:00,3/11/2017,3/12/2017 5:00,17.222,5,17.222,FALSE
3/12/2017 6:00,3/12/2017,3/12/2017 6:00,29.444,6,29.444,FALSE
3/12/2017 7:00,3/12/2017,3/12/2017 7:00,27.222,7,27.222,FALSE
3/12/2017 8:00,3/12/2017,3/12/2017 8:00,21.667,8,21.667,FALSE
3/12/2017 9:00,3/12/2017,3/12/2017 9:00,21.884,9,21.884,FALSE
3/12/2017 10:00,3/12/2017,3/12/2017 10:00,22.222,10,22.222,FALSE
3/12/2017 11:00,3/12/2017,3/12/2017 11:00,23.056,11,23.056,FALSE
3/12/2017 12:00,3/12/2017,3/12/2017 12:00,24.167,12,24.167,FALSE
3/12/2017 13:00,3/12/2017,3/12/2017 13:00,28.056,13,28.056,FALSE
3/12/2017 14:00,3/12/2017,3/12/2017 14:00,25,14,25,FALSE
3/12/2017 15:00,3/12/2017,3/12/2017 15:00,27.778,15,27.778,FALSE
3/12/2017 16:00,3/12/2017,3/12/2017 16:00,28.809,16,28.809,FALSE
3/12/2017 17:00,3/12/2017,3/12/2017 17:00,27.778,17,27.778,FALSE
3/12/2017 18:00,3/12/2017,3/12/2017 18:00,24.167,18,24.167,FALSE
3/12/2017 19:00,3/12/2017,3/12/2017 19:00,21.111,19,21.111,FALSE
3/12/2017 20:00,3/12/2017,3/12/2017 20:00,21.111,20,21.111,FALSE
3/12/2017 21:00,3/12/2017,3/12/2017 21:00,21.389,21,21.389,FALSE
3/12/2017 22:00,3/12/2017,3/12/2017 22:00,20.499,22,20.499,FALSE
3/12/2017 23:00,3/12/2017,3/12/2017 23:00,28.056,23,28.056,FALSE
3/13/2017 0:00,3/12/2017,3/13/2017 0:00,53.056,0,53.056,FALSE
3/13/2017 1:00,3/12/2017,3/13/2017 1:00,22.778,1,22.778,FALSE
3/13/2017 2:00,3/12/2017,3/13/2017 2:00,20.278,2,20.278,FALSE
3/13/2017 3:00,3/12/2017,3/13/2017 3:00,21.389,3,21.389,FALSE
3/13/2017 4:00,3/12/2017,3/13/2017 4:00,21.111,4,21.111,FALSE
3/13/2017 5:00,3/13/2017,3/13/2017 5:00,,5,36.25,TRUE
3/13/2017 6:00,3/13/2017,3/13/2017 6:00,23.889,6,23.889,FALSE
3/13/2017 7:00,3/13/2017,3/13/2017 7:00,31.111,7,31.111,FALSE
3/13/2017 8:00,3/13/2017,3/13/2017 8:00,30.833,8,30.833,FALSE
3/13/2017 9:00,3/13/2017,3/13/2017 9:00,45,9,45,FALSE
3/13/2017 10:00,3/13/2017,3/13/2017 10:00,55.556,10,55.556,FALSE
3/13/2017 11:00,3/13/2017,3/13/2017 11:00,60.942,11,60.942,FALSE
3/13/2017 12:00,3/13/2017,3/13/2017 12:00,75.833,12,75.833,FALSE
3/13/2017 13:00,3/13/2017,3/13/2017 13:00,83.056,13,83.056,FALSE
3/13/2017 14:00,3/13/2017,3/13/2017 14:00,63.889,14,63.889,FALSE
3/13/2017 15:00,3/13/2017,3/13/2017 15:00,67.778,15,67.778,FALSE
3/13/2017 16:00,3/13/2017,3/13/2017 16:00,65,16,65,FALSE
3/13/2017 17:00,3/13/2017,3/13/2017 17:00,57.064,17,57.064,FALSE
3/13/2017 18:00,3/13/2017,3/13/2017 18:00,52.778,18,52.778,FALSE
3/13/2017 19:00,3/13/2017,3/13/2017 19:00,50,19,50,FALSE
3/13/2017 20:00,3/13/2017,3/13/2017 20:00,48.333,20,48.333,FALSE
3/13/2017 21:00,3/13/2017,3/13/2017 21:00,48.056,21,48.056,FALSE
3/13/2017 22:00,3/13/2017,3/13/2017 22:00,34.444,22,34.444,FALSE
3/13/2017 23:00,3/13/2017,3/13/2017 23:00,43.333,23,43.333,FALSE
3/14/2017 0:00,3/13/2017,3/14/2017 0:00,65.374,0,65.374,FALSE
3/14/2017 1:00,3/13/2017,3/14/2017 1:00,55.556,1,55.556,FALSE
3/14/2017 2:00,3/13/2017,3/14/2017 2:00,55.833,2,55.833,FALSE
3/14/2017 3:00,3/13/2017,3/14/2017 3:00,47.222,3,47.222,FALSE
3/14/2017 4:00,3/13/2017,3/14/2017 4:00,35.556,4,35.556,FALSE
3/14/2017 5:00,3/14/2017,3/14/2017 5:00,,5,36.25,TRUE
3/14/2017 6:00,3/14/2017,3/14/2017 6:00,29.086,6,29.086,FALSE
