days,dt,cur_time_in_gmt,cpu_utilization_pctg,hour,cpu_utilization_pctg_extrapolated,is_extrapolated
5/18/2017 7:00,5/18/2017,5/18/2017 7:00,28.333,7,28.333,FALSE
5/18/2017 8:00,5/18/2017,5/18/2017 8:00,34.167,8,34.167,FALSE
5/18/2017 9:00,5/18/2017,5/18/2017 9:00,45.278,9,45.278,FALSE
5/18/2017 10:00,5/18/2017,5/18/2017 10:00,64.444,10,64.444,FALSE
5/18/2017 11:00,5/18/2017,5/18/2017 11:00,50.278,11,50.278,FALSE
5/18/2017 12:00,5/18/2017,5/18/2017 12:00,69.167,12,69.167,FALSE
5/18/2017 13:00,5/18/2017,5/18/2017 13:00,70.556,13,70.556,FALSE
5/18/2017 14:00,5/18/2017,5/18/2017 14:00,78.889,14,78.889,FALSE
5/18/2017 15:00,5/18/2017,5/18/2017 15:00,65.833,15,65.833,FALSE
5/18/2017 16:00,5/18/2017,5/18/2017 16:00,73.333,16,73.333,FALSE
5/18/2017 17:00,5/18/2017,5/18/2017 17:00,66.944,17,66.944,FALSE
5/18/2017 18:00,5/18/2017,5/18/2017 18:00,61.667,18,61.667,FALSE
5/18/2017 19:00,5/18/2017,5/18/2017 19:00,52.778,19,52.778,FALSE
5/18/2017 20:00,5/18/2017,5/18/2017 20:00,48.333,20,48.333,FALSE
5/18/2017 21:00,5/18/2017,5/18/2017 21:00,53.056,21,53.056,FALSE
5/18/2017 22:00,5/18/2017,5/18/2017 22:00,44.444,22,44.444,FALSE
5/18/2017 23:00,5/18/2017,5/18/2017 23:00,36.944,23,36.944,FALSE
5/19/2017 0:00,5/18/2017,5/19/2017 0:00,44.167,0,44.167,FALSE
5/19/2017 1:00,5/18/2017,5/19/2017 1:00,50.278,1,50.278,FALSE
5/19/2017 2:00,5/18/2017,5/19/2017 2:00,55.833,2,55.833,FALSE
5/19/2017 3:00,5/18/2017,5/19/2017 3:00,57.5,3,57.5,FALSE
5/19/2017 4:00,5/18/2017,5/19/2017 4:00,37.222,4,37.222,FALSE
5/19/2017 5:00,5/19/2017,5/19/2017 5:00,,5,36.25,TRUE
5/19/2017 6:00,5/19/2017,5/19/2017 6:00,39.722,6,39.722,FALSE
5/19/2017 7:00,5/19/2017,5/19/2017 7:00,25.556,7,25.556,FALSE
5/19/2017 8:00,5/19/2017,5/19/2017 8:00,31.389,8,31.389,FALSE
5/19/2017 9:00,5/19/2017,5/19/2017 9:00,42.778,9,42.778,FALSE
5/19/2017 10:00,5/19/2017,5/19/2017 10:00,61.667,10,61.667,FALSE
5/19/2017 11:00,5/19/2017,5/19/2017 11:00,50.139,11,50.139,FALSE
5/19/2017 12:00,5/19/2017,5/19/2017 12:00,67.778,12,67.778,FALSE
5/19/2017 13:00,5/19/2017,5/19/2017 13:00,71.944,13,71.944,FALSE
5/19/2017 14:00,5/19/2017,5/19/2017 14:00,82.5,14,82.5,FALSE
5/19/2017 15:00,5/19/2017,5/19/2017 15:00,71.389,15,71.389,FALSE
5/19/2017 16:00,5/19/2017,5/19/2017 16:00,76.389,16,76.389,FALSE
5/19/2017 17:00,5/19/2017,5/19/2017 17:00,70.556,17,70.556,FALSE
5/19/2017 18:00,5/19/2017,5/19/2017 18:00,61.389,18,61.389,FALSE
5/19/2017 19:00,5/19/2017,5/19/2017 19:00,54.722,19,54.722,FALSE
5/19/2017 20:00,5/19/2017,5/19/2017 20:00,47.5,20,47.5,FALSE
5/19/2017 21:00,5/19/2017,5/19/2017 21:00,62.778,21,62.778,FALSE
5/19/2017 22:00,5/19/2017,5/19/2017 22:00,75.278,22,75.278,FALSE
5/19/2017 23:00,5/19/2017,5/19/2017 23:00,57.222,23,57.222,FALSE
5/20/2017 0:00,5/19/2017,5/20/2017 0:00,77.778,0,77.778,FALSE
5/20/2017 1:00,5/19/2017,5/20/2017 1:00,75.278,1,75.278,FALSE
5/20/2017 2:00,5/19/2017,5/20/2017 2:00,70.833,2,70.833,FALSE
5/20/2017 3:00,5/19/2017,5/20/2017 3:00,69.167,3,69.167,FALSE
5/20/2017 4:00,5/19/2017,5/20/2017 4:00,53.611,4,53.611,FALSE
5/20/2017 5:00,,,,5,36.25,TRUE
5/20/2017 6:00,,,,6,34.444,TRUE
5/20/2017 7:00,,,,7,28.155,TRUE
5/20/2017 8:00,,,,8,31.389,TRUE
5/20/2017 9:00,,,,9,43.611,TRUE
5/20/2017 10:00,,,,10,57.778,TRUE
5/20/2017 11:00,,,,11,51.111,TRUE
5/20/2017 12:00,,,,12,68.931,TRUE
5/20/2017 13:00,,,,13,72.261,TRUE
5/20/2017 14:00,,,,14,80.264,TRUE
5/20/2017 15:00,,,,15,67.847,TRUE
5/20/2017 16:00,,,,16,69.667,TRUE
5/20/2017 17:00,,,,17,63.194,TRUE
5/20/2017 18:00,,,,18,56.528,TRUE
5/20/2017 19:00,,,,19,51.389,TRUE
5/20/2017 20:00,,,,20,46.125,TRUE
5/20/2017 21:00,,,,21,51.389,TRUE
5/20/2017 22:00,,,,22,46.111,TRUE
5/20/2017 23:00,,,,23,38.703,TRUE
5/21/2017 0:00,,,,0,49.583,TRUE
5/21/2017 1:00,,,,1,52.639,TRUE
5/21/2017 2:00,,,,2,55.417,TRUE
5/21/2017 3:00,,,,3,52.566,TRUE
5/21/2017 4:00,,,,4,41.056,TRUE
5/21/2017 5:00,5/21/2017,5/21/2017 5:00,,5,36.25,TRUE
5/21/2017 6:00,5/21/2017,5/21/2017 6:00,36.944,6,36.944,FALSE
5/21/2017 7:00,5/21/2017,5/21/2017 7:00,25.833,7,25.833,FALSE
5/21/2017 8:00,5/21/2017,5/21/2017 8:00,22.222,8,22.222,FALSE
5/21/2017 9:00,5/21/2017,5/21/2017 9:00,23.889,9,23.889,FALSE
5/21/2017 10:00,5/21/2017,5/21/2017 10:00,22.778,10,22.778,FALSE
5/21/2017 11:00,5/21/2017,5/21/2017 11:00,22.778,11,22.778,FALSE
5/21/2017 12:00,5/21/2017,5/21/2017 12:00,21.944,12,21.944,FALSE
5/21/2017 13:00,5/21/2017,5/21/2017 13:00,24.167,13,24.167,FALSE
5/21/2017 14:00,5/21/2017,5/21/2017 14:00,24.722,14,24.722,FALSE
5/21/2017 15:00,5/21/2017,5/21/2017 15:00,24.167,15,24.167,FALSE
5/21/2017 16:00,5/21/2017,5/21/2017 16:00,26.111,16,26.111,FALSE
5/21/2017 17:00,5/21/2017,5/21/2017 17:00,30.833,17,30.833,FALSE
5/21/2017 18:00,5/21/2017,5/21/2017 18:00,26.111,18,26.111,FALSE
5/21/2017 19:00,5/21/2017,5/21/2017 19:00,19.167,19,19.167,FALSE
5/21/2017 20:00,5/21/2017,5/21/2017 20:00,17.5,20,17.5,FALSE
5/21/2017 21:00,5/21/2017,5/21/2017 21:00,19.722,21,19.722,FALSE
5/21/2017 22:00,5/21/2017,5/21/2017 22:00,18.056,22,18.056,FALSE
5/21/2017 23:00,5/21/2017,5/21/2017 23:00,18.056,23,18.056,FALSE
5/22/2017 0:00,5/21/2017,5/22/2017 0:00,31.856,0,31.856,FALSE
5/22/2017 1:00,5/21/2017,5/22/2017 1:00,28.333,1,28.333,FALSE
5/22/2017 2:00,5/21/2017,5/22/2017 2:00,17.5,2,17.5,FALSE
5/22/2017 3:00,5/21/2017,5/22/2017 3:00,19.444,3,19.444,FALSE
5/22/2017 4:00,5/21/2017,5/22/2017 4:00,20,4,20,FALSE
5/22/2017 5:00,5/22/2017,5/22/2017 5:01,,5,36.25,TRUE
5/22/2017 6:00,5/22/2017,5/22/2017 6:01,26.667,6,26.667,FALSE
5/22/2017 7:00,5/22/2017,5/22/2017 7:01,24.167,7,24.167,FALSE
5/22/2017 8:00,5/22/2017,5/22/2017 8:01,29.722,8,29.722,FALSE
5/22/2017 9:00,5/22/2017,5/22/2017 9:01,43.333,9,43.333,FALSE
5/22/2017 10:00,5/22/2017,5/22/2017 10:01,59.722,10,59.722,FALSE
5/22/2017 11:00,5/22/2017,5/22/2017 11:01,49.444,11,49.444,FALSE
5/22/2017 12:00,5/22/2017,5/22/2017 12:01,70.556,12,70.556,FALSE
5/22/2017 13:00,5/22/2017,5/22/2017 13:01,72.222,13,72.222,FALSE
5/22/2017 14:00,5/22/2017,5/22/2017 14:01,83.333,14,83.333,FALSE
5/22/2017 15:00,5/22/2017,5/22/2017 15:01,71.111,15,71.111,FALSE
5/22/2017 16:00,5/22/2017,5/22/2017 16:01,76.111,16,76.111,FALSE
5/22/2017 17:00,5/22/2017,5/22/2017 17:01,67.5,17,67.5,FALSE
5/22/2017 18:00,5/22/2017,5/22/2017 18:01,61.667,18,61.667,FALSE
5/22/2017 19:00,5/22/2017,5/22/2017 19:01,53.611,19,53.611,FALSE
5/22/2017 20:00,5/22/2017,5/22/2017 20:01,52.222,20,52.222,FALSE
5/22/2017 21:00,5/22/2017,5/22/2017 21:01,55.556,21,55.556,FALSE
5/22/2017 22:00,5/22/2017,5/22/2017 22:01,45.833,22,45.833,FALSE
5/22/2017 23:00,5/22/2017,5/22/2017 23:01,35.278,23,35.278,FALSE
5/23/2017 0:00,5/22/2017,5/23/2017 0:01,46.944,0,46.944,FALSE
5/23/2017 1:00,5/22/2017,5/23/2017 1:01,51.667,1,51.667,FALSE
5/23/2017 2:00,5/22/2017,5/23/2017 2:01,55,2,55,FALSE
5/23/2017 3:00,5/22/2017,5/23/2017 3:01,57.222,3,57.222,FALSE
5/23/2017 4:00,5/22/2017,5/23/2017 4:01,39.722,4,39.722,FALSE
5/23/2017 5:00,5/23/2017,5/23/2017 5:00,,5,36.25,TRUE
5/23/2017 6:00,5/23/2017,5/23/2017 6:00,28.333,6,28.333,FALSE
5/23/2017 7:00,5/23/2017,5/23/2017 7:00,24.377,7,24.377,FALSE
5/23/2017 8:00,5/23/2017,5/23/2017 8:00,33.333,8,33.333,FALSE
5/23/2017 9:00,5/23/2017,5/23/2017 9:00,47.222,9,47.222,FALSE
5/23/2017 10:00,5/23/2017,5/23/2017 10:00,58.333,10,58.333,FALSE
5/23/2017 11:00,5/23/2017,5/23/2017 11:00,46.944,11,46.944,FALSE
5/23/2017 12:00,5/23/2017,5/23/2017 12:00,67.222,12,67.222,FALSE
5/23/2017 13:00,5/23/2017,5/23/2017 13:00,72.5,13,72.5,FALSE
5/23/2017 14:00,5/23/2017,5/23/2017 14:00,79.722,14,79.722,FALSE
5/23/2017 15:00,5/23/2017,5/23/2017 15:00,63.611,15,63.611,FALSE
5/23/2017 16:00,5/23/2017,5/23/2017 16:00,69.167,16,69.167,FALSE
5/23/2017 17:00,5/23/2017,5/23/2017 17:00,62.778,17,62.778,FALSE
5/23/2017 18:00,5/23/2017,5/23/2017 18:00,56.389,18,56.389,FALSE
5/23/2017 19:00,5/23/2017,5/23/2017 19:00,51.389,19,51.389,FALSE
5/23/2017 20:00,5/23/2017,5/23/2017 20:00,43.611,20,43.611,FALSE
5/23/2017 21:00,5/23/2017,5/23/2017 21:00,49.722,21,49.722,FALSE
5/23/2017 22:00,5/23/2017,5/23/2017 22:00,44.722,22,44.722,FALSE
5/23/2017 23:00,5/23/2017,5/23/2017 23:00,34.444,23,34.444,FALSE
5/24/2017 0:00,5/23/2017,5/24/2017 0:00,46.944,0,46.944,FALSE
5/24/2017 1:00,5/23/2017,5/24/2017 1:00,48.333,1,48.333,FALSE
5/24/2017 2:00,5/23/2017,5/24/2017 2:00,54.722,2,54.722,FALSE
5/24/2017 3:00,5/23/2017,5/24/2017 3:00,51.111,3,51.111,FALSE
5/24/2017 4:00,5/23/2017,5/24/2017 4:00,35.833,4,35.833,FALSE
5/24/2017 5:00,5/24/2017,5/24/2017 5:00,,5,36.25,TRUE
5/24/2017 6:00,5/24/2017,5/24/2017 6:00,35,6,35,FALSE
5/24/2017 7:00,5/24/2017,5/24/2017 7:00,23.333,7,23.333,FALSE
5/24/2017 8:00,5/24/2017,5/24/2017 8:00,27.5,8,27.5,FALSE
5/24/2017 9:00,5/24/2017,5/24/2017 9:00,43.611,9,43.611,FALSE
5/24/2017 10:00,5/24/2017,5/24/2017 10:00,54.722,10,54.722,FALSE
5/24/2017 11:00,5/24/2017,5/24/2017 11:00,48.056,11,48.056,FALSE
5/24/2017 12:00,5/24/2017,5/24/2017 12:00,68.611,12,68.611,FALSE
5/24/2017 13:00,5/24/2017,5/24/2017 13:00,70.083,13,70.083,FALSE
5/24/2017 14:00,5/24/2017,5/24/2017 14:00,79.167,14,79.167,FALSE
5/24/2017 15:00,5/24/2017,5/24/2017 15:00,67.222,15,67.222,FALSE
5/24/2017 16:00,5/24/2017,5/24/2017 16:00,70.556,16,70.556,FALSE
5/24/2017 17:00,5/24/2017,5/24/2017 17:00,65.278,17,65.278,FALSE
5/24/2017 18:00,5/24/2017,5/24/2017 18:00,57.5,18,57.5,FALSE
5/24/2017 19:00,5/24/2017,5/24/2017 19:00,48.333,19,48.333,FALSE
5/24/2017 20:00,5/24/2017,5/24/2017 20:00,50.833,20,50.833,FALSE
5/24/2017 21:00,5/24/2017,5/24/2017 21:00,46.667,21,46.667,FALSE
5/24/2017 22:00,5/24/2017,5/24/2017 22:00,44.167,22,44.167,FALSE
5/24/2017 23:00,5/24/2017,5/24/2017 23:00,32.5,23,32.5,FALSE
5/25/2017 0:00,5/24/2017,5/25/2017 0:00,55.278,0,55.278,FALSE
5/25/2017 1:00,5/24/2017,5/25/2017 1:00,52.5,1,52.5,FALSE
5/25/2017 2:00,5/24/2017,5/25/2017 2:00,59.167,2,59.167,FALSE
5/25/2017 3:00,5/24/2017,5/25/2017 3:00,47.222,3,47.222,FALSE
5/25/2017 4:00,5/24/2017,5/25/2017 4:00,46.111,4,46.111,FALSE
5/25/2017 5:00,5/25/2017,5/25/2017 5:00,,5,36.25,TRUE
5/25/2017 6:00,5/25/2017,5/25/2017 6:00,31.389,6,31.389,FALSE
5/25/2017 7:00,5/25/2017,5/25/2017 7:00,26.944,7,26.944,FALSE
5/25/2017 8:00,5/25/2017,5/25/2017 8:00,29.167,8,29.167,FALSE
5/25/2017 9:00,5/25/2017,5/25/2017 9:00,46.944,9,46.944,FALSE
5/25/2017 10:00,5/25/2017,5/25/2017 10:00,56.667,10,56.667,FALSE
5/25/2017 11:00,5/25/2017,5/25/2017 11:00,46.944,11,46.944,FALSE
5/25/2017 12:00,5/25/2017,5/25/2017 12:00,67.778,12,67.778,FALSE
5/25/2017 13:00,5/25/2017,5/25/2017 13:00,70.833,13,70.833,FALSE
5/25/2017 14:00,5/25/2017,5/25/2017 14:00,81.111,14,81.111,FALSE
5/25/2017 15:00,5/25/2017,5/25/2017 15:00,67.222,15,67.222,FALSE
5/25/2017 16:00,5/25/2017,5/25/2017 16:00,69.167,16,69.167,FALSE
5/25/2017 17:00,5/25/2017,5/25/2017 17:00,61.667,17,61.667,FALSE
5/25/2017 18:00,5/25/2017,5/25/2017 18:00,53.056,18,53.056,FALSE
5/25/2017 19:00,5/25/2017,5/25/2017 19:00,47.091,19,47.091,FALSE
5/25/2017 20:00,5/25/2017,5/25/2017 20:00,40.556,20,40.556,FALSE
5/25/2017 21:00,5/25/2017,5/25/2017 21:00,49.722,21,49.722,FALSE
5/25/2017 22:00,5/25/2017,5/25/2017 22:00,44.722,22,44.722,FALSE
5/25/2017 23:00,5/25/2017,5/25/2017 23:00,36.389,23,36.389,FALSE
5/26/2017 0:00,5/25/2017,5/26/2017 0:00,45.278,0,45.278,FALSE
5/26/2017 1:00,5/25/2017,5/26/2017 1:00,47.222,1,47.222,FALSE
5/26/2017 2:00,5/25/2017,5/26/2017 2:00,53.611,2,53.611,FALSE
5/26/2017 3:00,5/25/2017,5/26/2017 3:00,51.389,3,51.389,FALSE
5/26/2017 4:00,5/25/2017,5/26/2017 4:00,38.056,4,38.056,FALSE
5/26/2017 5:00,,,,5,36.25,TRUE
5/26/2017 6:00,,,,6,34.444,TRUE
5/26/2017 7:00,,,,7,28.155,TRUE
5/26/2017 8:00,,,,8,31.389,TRUE
5/26/2017 9:00,,,,9,43.611,TRUE
5/26/2017 10:00,,,,10,57.778,TRUE
5/26/2017 11:00,,,,11,51.111,TRUE
5/26/2017 12:00,,,,12,68.931,TRUE
5/26/2017 13:00,,,,13,72.261,TRUE
5/26/2017 14:00,,,,14,80.264,TRUE
5/26/2017 15:00,,,,15,67.847,TRUE
5/26/2017 16:00,,,,16,69.667,TRUE
5/26/2017 17:00,,,,17,63.194,TRUE
5/26/2017 18:00,,,,18,56.528,TRUE
5/26/2017 19:00,,,,19,51.389,TRUE
5/26/2017 20:00,,,,20,46.125,TRUE
5/26/2017 21:00,,,,21,51.389,TRUE
5/26/2017 22:00,,,,22,46.111,TRUE
5/26/2017 23:00,,,,23,38.703,TRUE
5/27/2017 0:00,,,,0,49.583,TRUE
5/27/2017 1:00,,,,1,52.639,TRUE
5/27/2017 2:00,,,,2,55.417,TRUE
5/27/2017 3:00,,,,3,52.566,TRUE
5/27/2017 4:00,,,,4,41.056,TRUE
5/27/2017 5:00,,,,5,36.25,TRUE
5/27/2017 6:00,,,,6,34.444,TRUE
5/27/2017 7:00,,,,7,28.155,TRUE
5/27/2017 8:00,,,,8,31.389,TRUE
5/27/2017 9:00,,,,9,43.611,TRUE
5/27/2017 10:00,,,,10,57.778,TRUE
5/27/2017 11:00,,,,11,51.111,TRUE
5/27/2017 12:00,,,,12,68.931,TRUE
5/27/2017 13:00,,,,13,72.261,TRUE
5/27/2017 14:00,,,,14,80.264,TRUE
5/27/2017 15:00,,,,15,67.847,TRUE
5/27/2017 16:00,,,,16,69.667,TRUE
5/27/2017 17:00,,,,17,63.194,TRUE
5/27/2017 18:00,,,,18,56.528,TRUE
5/27/2017 19:00,,,,19,51.389,TRUE
5/27/2017 20:00,,,,20,46.125,TRUE
5/27/2017 21:00,,,,21,51.389,TRUE
5/27/2017 22:00,,,,22,46.111,TRUE
5/27/2017 23:00,,,,23,38.703,TRUE
5/28/2017 0:00,,,,0,49.583,TRUE
5/28/2017 1:00,,,,1,52.639,TRUE
5/28/2017 2:00,,,,2,55.417,TRUE
5/28/2017 3:00,,,,3,52.566,TRUE
5/28/2017 4:00,,,,4,41.056,TRUE
5/28/2017 5:00,5/28/2017,5/28/2017 5:00,,5,36.25,TRUE
5/28/2017 6:00,5/28/2017,5/28/2017 6:00,38.333,6,38.333,FALSE
5/28/2017 7:00,5/28/2017,5/28/2017 7:00,19.722,7,19.722,FALSE
5/28/2017 8:00,5/28/2017,5/28/2017 8:00,23.333,8,23.333,FALSE
5/28/2017 9:00,5/28/2017,5/28/2017 9:00,22.438,9,22.438,FALSE
5/28/2017 10:00,5/28/2017,5/28/2017 10:00,21.389,10,21.389,FALSE
5/28/2017 11:00,5/28/2017,5/28/2017 11:00,21.944,11,21.944,FALSE
5/28/2017 12:00,5/28/2017,5/28/2017 12:00,20.833,12,20.833,FALSE
5/28/2017 13:00,5/28/2017,5/28/2017 13:00,22.222,13,22.222,FALSE
5/28/2017 14:00,5/28/2017,5/28/2017 14:00,21.111,14,21.111,FALSE
5/28/2017 15:00,5/28/2017,5/28/2017 15:00,21.667,15,21.667,FALSE
5/28/2017 16:00,5/28/2017,5/28/2017 16:00,21.944,16,21.944,FALSE
5/28/2017 17:00,5/28/2017,5/28/2017 17:00,21.944,17,21.944,FALSE
5/28/2017 18:00,5/28/2017,5/28/2017 18:00,21.944,18,21.944,FALSE
5/28/2017 19:00,5/28/2017,5/28/2017 19:00,16.944,19,16.944,FALSE
5/28/2017 20:00,5/28/2017,5/28/2017 20:00,15.833,20,15.833,FALSE
5/28/2017 21:00,5/28/2017,5/28/2017 21:00,15.278,21,15.278,FALSE
5/28/2017 22:00,5/28/2017,5/28/2017 22:00,17.5,22,17.5,FALSE
5/28/2017 23:00,5/28/2017,5/28/2017 23:00,18.056,23,18.056,FALSE
5/29/2017 0:00,5/28/2017,5/29/2017 0:00,33.056,0,33.056,FALSE
5/29/2017 1:00,5/28/2017,5/29/2017 1:00,30.556,1,30.556,FALSE
5/29/2017 2:00,5/28/2017,5/29/2017 2:00,23.056,2,23.056,FALSE
5/29/2017 3:00,5/28/2017,5/29/2017 3:00,18.889,3,18.889,FALSE
5/29/2017 4:00,5/28/2017,5/29/2017 4:00,20,4,20,FALSE
5/29/2017 5:00,5/29/2017,5/29/2017 5:00,,5,36.25,TRUE
5/29/2017 6:00,5/29/2017,5/29/2017 6:00,27.5,6,27.5,FALSE
5/29/2017 7:00,5/29/2017,5/29/2017 7:00,23.333,7,23.333,FALSE
5/29/2017 8:00,5/29/2017,5/29/2017 8:00,29.444,8,29.444,FALSE
5/29/2017 9:00,5/29/2017,5/29/2017 9:00,33.611,9,33.611,FALSE
5/29/2017 10:00,5/29/2017,5/29/2017 10:00,36.111,10,36.111,FALSE
5/29/2017 11:00,5/29/2017,5/29/2017 11:00,33.333,11,33.333,FALSE
5/29/2017 12:00,5/29/2017,5/29/2017 12:00,32.222,12,32.222,FALSE
5/29/2017 13:00,5/29/2017,5/29/2017 13:00,36.667,13,36.667,FALSE
5/29/2017 14:00,5/29/2017,5/29/2017 14:00,46.389,14,46.389,FALSE
5/29/2017 15:00,5/29/2017,5/29/2017 15:00,40.997,15,40.997,FALSE
5/29/2017 16:00,5/29/2017,5/29/2017 16:00,39.167,16,39.167,FALSE
5/29/2017 17:00,5/29/2017,5/29/2017 17:00,41.111,17,41.111,FALSE
5/29/2017 18:00,5/29/2017,5/29/2017 18:00,38.333,18,38.333,FALSE
5/29/2017 19:00,5/29/2017,5/29/2017 19:00,36.389,19,36.389,FALSE
5/29/2017 20:00,5/29/2017,5/29/2017 20:00,28.056,20,28.056,FALSE
5/29/2017 21:00,5/29/2017,5/29/2017 21:00,27.778,21,27.778,FALSE
5/29/2017 22:00,5/29/2017,5/29/2017 22:00,26.944,22,26.944,FALSE
5/29/2017 23:00,5/29/2017,5/29/2017 23:00,22.222,23,22.222,FALSE
5/30/2017 0:00,5/29/2017,5/30/2017 0:00,32.778,0,32.778,FALSE
5/30/2017 1:00,5/29/2017,5/30/2017 1:00,37.5,1,37.5,FALSE
5/30/2017 2:00,5/29/2017,5/30/2017 2:00,35.556,2,35.556,FALSE
5/30/2017 3:00,5/29/2017,5/30/2017 3:00,23.611,3,23.611,FALSE
5/30/2017 4:00,5/29/2017,5/30/2017 4:00,21.389,4,21.389,FALSE
5/30/2017 5:00,5/30/2017,5/30/2017 5:00,,5,36.25,TRUE
5/30/2017 6:00,5/30/2017,5/30/2017 6:00,28.056,6,28.056,FALSE
5/30/2017 7:00,5/30/2017,5/30/2017 7:00,21.111,7,21.111,FALSE
5/30/2017 8:00,5/30/2017,5/30/2017 8:00,29.444,8,29.444,FALSE
5/30/2017 9:00,5/30/2017,5/30/2017 9:00,48.333,9,48.333,FALSE
5/30/2017 10:00,5/30/2017,5/30/2017 10:00,57.778,10,57.778,FALSE
5/30/2017 11:00,5/30/2017,5/30/2017 11:00,53.333,11,53.333,FALSE
5/30/2017 12:00,5/30/2017,5/30/2017 12:00,68.611,12,68.611,FALSE
5/30/2017 13:00,5/30/2017,5/30/2017 13:00,73.611,13,73.611,FALSE
5/30/2017 14:00,5/30/2017,5/30/2017 14:00,83.889,14,83.889,FALSE
5/30/2017 15:00,5/30/2017,5/30/2017 15:00,69.444,15,69.444,FALSE
5/30/2017 16:00,5/30/2017,5/30/2017 16:00,72.5,16,72.5,FALSE
5/30/2017 17:00,5/30/2017,5/30/2017 17:00,65.556,17,65.556,FALSE
5/30/2017 18:00,5/30/2017,5/30/2017 18:00,58.889,18,58.889,FALSE
5/30/2017 19:00,5/30/2017,5/30/2017 19:00,54.722,19,54.722,FALSE
5/30/2017 20:00,5/30/2017,5/30/2017 20:00,54.167,20,54.167,FALSE
5/30/2017 21:00,5/30/2017,5/30/2017 21:00,53.74,21,53.74,FALSE
5/30/2017 22:00,5/30/2017,5/30/2017 22:00,44.722,22,44.722,FALSE
5/30/2017 23:00,5/30/2017,5/30/2017 23:00,37.222,23,37.222,FALSE
5/31/2017 0:00,5/30/2017,5/31/2017 0:00,48.333,0,48.333,FALSE
5/31/2017 1:00,5/30/2017,5/31/2017 1:00,45.278,1,45.278,FALSE
5/31/2017 2:00,5/30/2017,5/31/2017 2:00,49.167,2,49.167,FALSE
5/31/2017 3:00,5/30/2017,5/31/2017 3:00,44.167,3,44.167,FALSE
5/31/2017 4:00,5/30/2017,5/31/2017 4:00,32.778,4,32.778,FALSE
5/31/2017 5:00,5/31/2017,5/31/2017 5:00,,5,36.25,TRUE
5/31/2017 6:00,5/31/2017,5/31/2017 6:00,41.667,6,41.667,FALSE
5/31/2017 7:00,5/31/2017,5/31/2017 7:00,25.833,7,25.833,FALSE
5/31/2017 8:00,5/31/2017,5/31/2017 8:00,27.222,8,27.222,FALSE
5/31/2017 9:00,5/31/2017,5/31/2017 9:00,44.444,9,44.444,FALSE
5/31/2017 10:00,5/31/2017,5/31/2017 10:00,57.222,10,57.222,FALSE
5/31/2017 11:00,5/31/2017,5/31/2017 11:00,51.389,11,51.389,FALSE
5/31/2017 12:00,5/31/2017,5/31/2017 12:00,68.611,12,68.611,FALSE
5/31/2017 13:00,5/31/2017,5/31/2017 13:00,72.778,13,72.778,FALSE
5/31/2017 14:00,5/31/2017,5/31/2017 14:00,83.611,14,83.611,FALSE
5/31/2017 15:00,5/31/2017,5/31/2017 15:00,72.222,15,72.222,FALSE
5/31/2017 16:00,5/31/2017,5/31/2017 16:00,75.278,16,75.278,FALSE
5/31/2017 17:00,5/31/2017,5/31/2017 17:00,67.5,17,67.5,FALSE
5/31/2017 18:00,5/31/2017,5/31/2017 18:00,60.556,18,60.556,FALSE
5/31/2017 19:00,5/31/2017,5/31/2017 19:00,55.278,19,55.278,FALSE
5/31/2017 20:00,5/31/2017,5/31/2017 20:00,47.5,20,47.5,FALSE
5/31/2017 21:00,5/31/2017,5/31/2017 21:00,53.611,21,53.611,FALSE
5/31/2017 22:00,5/31/2017,5/31/2017 22:00,45.556,22,45.556,FALSE
5/31/2017 23:00,5/31/2017,5/31/2017 23:00,35.278,23,35.278,FALSE
6/1/2017 0:00,5/31/2017,6/1/2017 0:00,45.556,0,45.556,FALSE
6/1/2017 1:00,5/31/2017,6/1/2017 1:00,41.944,1,41.944,FALSE
6/1/2017 2:00,5/31/2017,6/1/2017 2:00,47.5,2,47.5,FALSE
6/1/2017 3:00,5/31/2017,6/1/2017 3:00,48.611,3,48.611,FALSE
6/1/2017 4:00,5/31/2017,6/1/2017 4:00,36.565,4,36.565,FALSE
6/1/2017 5:00,6/1/2017,6/1/2017 5:00,,5,36.25,TRUE
6/1/2017 6:00,6/1/2017,6/1/2017 6:00,43.889,6,43.889,FALSE
6/1/2017 7:00,6/1/2017,6/1/2017 7:00,36.389,7,36.389,FALSE
6/1/2017 8:00,6/1/2017,6/1/2017 8:00,35,8,35,FALSE
6/1/2017 9:00,6/1/2017,6/1/2017 9:00,47.5,9,47.5,FALSE
6/1/2017 10:00,6/1/2017,6/1/2017 10:00,60.556,10,60.556,FALSE
6/1/2017 11:00,6/1/2017,6/1/2017 11:00,48.889,11,48.889,FALSE
6/1/2017 12:00,6/1/2017,6/1/2017 12:00,68.611,12,68.611,FALSE
6/1/2017 13:00,6/1/2017,6/1/2017 13:00,72.778,13,72.778,FALSE
6/1/2017 14:00,6/1/2017,6/1/2017 14:00,84.444,14,84.444,FALSE
6/1/2017 15:00,6/1/2017,6/1/2017 15:00,67.778,15,67.778,FALSE
6/1/2017 16:00,6/1/2017,6/1/2017 16:00,71.389,16,71.389,FALSE
6/1/2017 17:00,6/1/2017,6/1/2017 17:00,66.944,17,66.944,FALSE
6/1/2017 18:00,6/1/2017,6/1/2017 18:00,61.389,18,61.389,FALSE
6/1/2017 19:00,6/1/2017,6/1/2017 19:00,52.5,19,52.5,FALSE
